⚠️ File truncated for preview (showing first 0.5MB of 5.6MB)
────────────────────────────────────────────────────────────

timestamp,station,chlorine_mg_l,ph,turbidity_ntu,temperature_c,conductivity_us_cm,chlorine_compliant,ph_compliant,turbidity_compliant,overall_compliant
2024-01-04 17:00:00,Station-10-Port,2.053,7.19,0.35,24.4,492.8,Yes,Yes,Yes,Yes
2024-01-04 17:00:00,Station-11-Suburb-East,2.181,7.53,0.44,24.0,445.3,Yes,Yes,Yes,Yes
2024-01-04 17:00:00,Station-12-Suburb-West,1.698,7.22,0.65,27.7,456.3,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-01-Downtown,1.361,7.57,0.51,23.4,481.3,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-02-Industrial,1.431,7.02,0.2,22.8,464.9,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-03-Residential-North,1.426,7.33,1.0,26.4,463.1,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-04-Residential-South,1.571,7.45,0.53,23.8,408.5,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-05-Coastal,1.48,7.24,1.38,23.8,580.6,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-06-Airport,1.803,7.5,0.79,24.1,429.3,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-07-Hospital,1.719,7.06,0.81,26.5,394.5,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-08-University,1.699,7.23,0.71,22.5,448.6,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-09-Mall,1.993,7.29,0.3,23.6,486.1,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-10-Port,2.089,7.03,0.87,24.4,420.3,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-11-Suburb-East,2.161,7.49,1.29,22.6,465.2,Yes,Yes,Yes,Yes
2024-01-04 18:00:00,Station-12-Suburb-West,1.825,7.24,1.22,26.8,468.5,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-01-Downtown,1.064,7.02,0.8,23.1,400.5,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-02-Industrial,1.322,7.41,0.58,23.2,422.0,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-03-Residential-North,1.151,7.08,1.37,26.5,446.1,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-04-Residential-South,1.484,7.19,0.91,27.9,437.5,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-05-Coastal,1.623,7.05,1.34,27.0,529.1,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-06-Airport,1.6,7.16,0.24,25.7,468.4,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-07-Hospital,1.645,7.2,0.97,27.7,493.0,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-08-University,1.946,7.42,1.61,22.2,464.7,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-09-Mall,1.598,7.35,0.14,28.1,462.4,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-10-Port,2.29,7.32,1.08,22.8,495.0,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-11-Suburb-East,2.141,7.35,0.6,26.8,434.9,Yes,Yes,Yes,Yes
2024-01-04 19:00:00,Station-12-Suburb-West,1.837,7.24,0.36,26.1,444.9,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-01-Downtown,1.262,6.96,1.06,33.1,508.0,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-02-Industrial,1.377,7.24,0.83,25.3,435.2,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-03-Residential-North,1.443,7.38,0.69,27.5,475.7,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-04-Residential-South,1.321,7.21,0.62,28.1,442.9,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-05-Coastal,1.643,7.4,0.39,24.5,527.2,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-06-Airport,1.702,7.34,1.52,25.2,425.6,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-07-Hospital,1.631,7.48,0.61,28.0,431.1,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-08-University,1.578,7.18,0.89,28.0,489.0,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-09-Mall,2.005,7.4,0.01,23.3,451.2,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-10-Port,2.004,7.2,1.06,27.7,508.9,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-11-Suburb-East,2.121,7.18,1.37,23.6,434.4,Yes,Yes,Yes,Yes
2024-01-04 20:00:00,Station-12-Suburb-West,1.642,7.36,0.98,26.2,456.7,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-01-Downtown,1.144,7.4,0.73,22.5,438.8,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-02-Industrial,1.376,7.17,1.07,24.2,471.7,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-03-Residential-North,1.204,7.4,1.0,26.4,448.8,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-04-Residential-South,1.463,7.27,0.0,25.8,490.9,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-05-Coastal,1.428,7.32,1.59,26.8,514.9,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-06-Airport,1.612,7.44,0.62,25.0,404.9,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-07-Hospital,1.817,7.25,0.56,23.4,403.1,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-08-University,2.017,7.24,0.84,28.7,464.6,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-09-Mall,1.858,7.25,1.02,23.6,486.9,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-10-Port,2.076,7.09,0.95,27.1,468.7,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-11-Suburb-East,2.195,7.42,0.23,29.3,473.8,Yes,Yes,Yes,Yes
2024-01-04 21:00:00,Station-12-Suburb-West,1.773,7.48,1.27,25.3,471.2,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-01-Downtown,1.054,7.63,0.59,23.5,445.5,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-02-Industrial,1.239,7.57,0.47,24.2,502.7,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-03-Residential-North,1.216,7.45,0.76,27.1,467.6,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-04-Residential-South,1.653,7.0,0.6,23.8,449.1,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-05-Coastal,1.944,7.24,0.76,24.7,556.7,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-06-Airport,1.72,7.24,0.01,24.1,464.6,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-07-Hospital,1.76,7.43,1.04,24.5,462.9,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-08-University,1.89,7.14,0.38,22.3,450.4,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-09-Mall,2.07,7.67,0.67,26.9,414.0,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-10-Port,1.939,7.15,0.67,23.4,429.2,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-11-Suburb-East,2.388,7.38,0.61,22.1,448.9,Yes,Yes,Yes,Yes
2024-01-04 22:00:00,Station-12-Suburb-West,1.802,7.02,0.26,25.9,425.4,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-01-Downtown,1.431,7.42,0.0,26.4,455.4,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-02-Industrial,1.444,7.17,1.06,24.0,463.5,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-03-Residential-North,1.211,7.46,0.35,25.3,380.8,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-04-Residential-South,1.535,7.05,0.46,22.9,462.2,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-05-Coastal,1.703,7.11,0.89,28.7,519.9,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-06-Airport,1.683,7.27,0.38,30.2,423.1,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-07-Hospital,2.081,7.31,0.26,26.1,414.5,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-08-University,2.278,7.37,0.6,22.6,469.1,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-09-Mall,2.265,7.18,0.68,27.3,412.8,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-10-Port,2.162,7.3,0.35,23.9,452.9,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-11-Suburb-East,2.443,6.99,0.24,22.6,414.1,Yes,Yes,Yes,Yes
2024-01-04 23:00:00,Station-12-Suburb-West,2.21,7.46,0.24,22.4,422.6,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-01-Downtown,1.671,7.35,0.5,31.7,463.5,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-02-Industrial,1.584,7.36,0.51,28.7,471.8,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-03-Residential-North,1.829,7.42,0.4,23.5,491.5,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-04-Residential-South,1.867,7.25,0.39,24.8,465.6,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-05-Coastal,2.004,7.39,0.41,30.7,547.8,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-06-Airport,1.851,7.36,0.66,30.1,481.3,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-07-Hospital,2.342,7.17,0.3,24.4,401.6,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-08-University,2.099,7.31,0.79,27.3,473.0,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-09-Mall,2.305,7.31,0.49,25.8,480.4,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-10-Port,2.192,7.37,0.38,23.3,484.6,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-11-Suburb-East,2.362,7.16,0.13,24.9,468.3,Yes,Yes,Yes,Yes
2024-01-05 00:00:00,Station-12-Suburb-West,2.075,7.21,0.63,22.8,471.0,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-01-Downtown,1.477,7.29,0.52,23.7,453.6,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-02-Industrial,1.266,7.26,0.37,23.2,463.1,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-03-Residential-North,1.495,7.22,0.72,22.8,426.6,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-04-Residential-South,1.659,7.36,0.25,30.7,474.4,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-05-Coastal,1.576,7.33,0.87,35.0,515.9,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-06-Airport,1.904,7.27,0.29,25.1,473.8,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-07-Hospital,1.941,7.26,1.14,28.2,524.9,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-08-University,2.261,7.19,0.74,24.6,449.1,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-09-Mall,2.327,7.09,0.32,29.8,429.1,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-10-Port,2.241,7.35,0.0,26.6,470.0,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-11-Suburb-East,2.278,7.21,0.16,22.4,451.6,Yes,Yes,Yes,Yes
2024-01-05 01:00:00,Station-12-Suburb-West,2.029,7.3,0.75,23.9,438.4,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-01-Downtown,1.453,7.32,0.05,34.0,416.5,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-02-Industrial,1.652,7.42,0.74,23.6,456.8,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-03-Residential-North,1.629,7.04,0.53,29.0,426.7,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-04-Residential-South,1.707,7.14,0.89,33.8,428.6,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-05-Coastal,1.956,7.33,0.65,24.5,518.5,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-06-Airport,2.034,7.49,0.48,24.7,430.4,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-07-Hospital,1.952,7.13,0.72,27.9,435.6,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-08-University,2.106,7.2,0.01,24.6,414.1,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-09-Mall,1.909,7.34,0.1,22.2,370.3,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-10-Port,2.313,7.2,0.21,26.4,446.3,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-11-Suburb-East,2.445,7.31,0.54,26.0,449.7,Yes,Yes,Yes,Yes
2024-01-05 02:00:00,Station-12-Suburb-West,2.065,7.41,0.23,25.8,465.9,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-01-Downtown,1.269,7.48,0.41,29.2,394.9,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-02-Industrial,1.319,7.42,0.5,22.5,455.1,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-03-Residential-North,1.31,7.37,0.0,26.5,445.2,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-04-Residential-South,1.93,6.93,0.0,25.6,470.7,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-05-Coastal,1.555,7.18,0.76,26.4,511.8,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-06-Airport,2.052,7.19,0.75,25.5,474.3,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-07-Hospital,1.709,7.31,0.53,31.3,425.9,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-08-University,2.072,7.78,0.69,24.9,462.4,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-09-Mall,2.197,7.23,0.47,23.9,444.2,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-10-Port,2.348,7.35,0.08,24.2,501.8,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-11-Suburb-East,2.326,7.2,0.51,27.0,430.6,Yes,Yes,Yes,Yes
2024-01-05 03:00:00,Station-12-Suburb-West,2.075,7.13,0.64,30.1,464.8,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-01-Downtown,1.632,7.33,0.66,27.0,467.7,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-02-Industrial,1.873,7.29,0.06,27.7,435.8,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-03-Residential-North,1.619,7.14,0.01,24.8,421.7,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-04-Residential-South,1.68,7.35,0.54,23.7,426.7,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-05-Coastal,1.679,7.35,0.45,23.6,538.9,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-06-Airport,2.048,7.23,0.22,26.1,431.8,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-07-Hospital,2.074,7.36,0.42,31.4,412.5,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-08-University,2.143,7.1,0.57,24.9,454.1,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-09-Mall,2.276,7.39,0.55,28.9,476.3,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-10-Port,2.562,7.47,0.32,31.8,457.4,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-11-Suburb-East,2.576,7.4,0.83,30.0,426.2,Yes,Yes,Yes,Yes
2024-01-05 04:00:00,Station-12-Suburb-West,2.179,7.26,0.29,29.5,433.2,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-01-Downtown,1.586,7.46,0.73,24.5,484.9,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-02-Industrial,1.177,7.4,0.3,24.8,435.3,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-03-Residential-North,1.647,7.17,0.14,24.5,449.8,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-04-Residential-South,1.59,7.23,0.48,28.0,520.8,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-05-Coastal,1.693,7.34,0.11,25.1,478.4,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-06-Airport,2.159,7.1,0.61,32.0,435.9,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-07-Hospital,2.131,7.25,0.28,31.1,527.6,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-08-University,2.152,7.07,0.04,28.2,389.2,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-09-Mall,2.104,7.05,0.42,28.3,422.5,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-10-Port,2.652,7.12,0.82,29.2,491.8,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-11-Suburb-East,2.493,7.18,0.65,24.7,472.8,Yes,Yes,Yes,Yes
2024-01-05 05:00:00,Station-12-Suburb-West,2.084,7.54,0.7,22.3,470.5,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-01-Downtown,1.483,7.19,0.97,27.9,443.4,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-02-Industrial,1.422,7.49,0.18,27.3,437.6,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-03-Residential-North,1.629,7.1,1.0,28.5,470.9,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-04-Residential-South,1.393,7.16,0.59,29.3,417.1,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-05-Coastal,1.687,7.14,0.7,22.3,503.4,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-06-Airport,1.636,7.4,0.83,25.0,431.2,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-07-Hospital,1.976,7.34,0.0,23.4,474.7,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-08-University,1.777,7.43,0.23,23.2,424.6,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-09-Mall,1.858,7.33,0.57,29.6,474.9,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-10-Port,1.962,7.35,0.89,26.2,505.8,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-11-Suburb-East,2.593,7.19,0.72,34.0,488.3,Yes,Yes,Yes,Yes
2024-01-05 06:00:00,Station-12-Suburb-West,1.899,7.07,0.13,25.3,446.8,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-01-Downtown,1.374,7.43,0.39,23.7,474.4,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-02-Industrial,1.476,7.37,0.55,23.0,418.6,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-03-Residential-North,1.285,7.36,0.95,27.4,471.8,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-04-Residential-South,1.878,7.32,0.36,24.6,450.6,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-05-Coastal,1.826,7.14,0.84,22.1,516.2,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-06-Airport,1.66,7.38,0.8,22.5,491.5,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-07-Hospital,2.02,7.22,0.47,27.1,466.0,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-08-University,2.005,7.2,1.01,25.1,406.3,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-09-Mall,2.037,7.06,0.59,24.2,475.2,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-10-Port,2.249,7.33,1.25,33.8,448.5,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-11-Suburb-East,2.498,7.26,0.6,23.5,449.0,Yes,Yes,Yes,Yes
2024-01-05 07:00:00,Station-12-Suburb-West,2.209,7.25,0.88,31.0,507.1,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-01-Downtown,1.198,7.24,0.0,22.3,461.5,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-02-Industrial,1.345,7.22,0.94,23.6,461.6,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-03-Residential-North,1.711,7.52,0.85,29.1,471.9,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-04-Residential-South,1.545,7.45,0.31,22.3,426.6,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-05-Coastal,1.578,7.59,0.21,35.0,531.5,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-06-Airport,1.714,7.15,0.15,24.7,455.6,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-07-Hospital,1.905,7.34,0.57,29.8,359.7,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-08-University,2.191,7.34,0.56,26.9,487.0,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-09-Mall,1.926,7.32,0.94,30.3,459.5,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-10-Port,2.247,7.36,0.46,24.9,481.2,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-11-Suburb-East,2.255,7.61,0.26,25.4,486.1,Yes,Yes,Yes,Yes
2024-01-05 08:00:00,Station-12-Suburb-West,1.967,7.16,0.47,29.6,473.8,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-01-Downtown,1.326,7.28,0.41,28.9,418.5,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-02-Industrial,1.524,7.57,0.43,23.2,460.1,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-03-Residential-North,1.411,7.16,0.99,23.9,529.3,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-04-Residential-South,1.614,7.1,0.0,25.7,493.4,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-05-Coastal,1.663,6.92,0.41,23.5,571.1,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-06-Airport,1.865,7.35,0.64,26.7,441.2,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-07-Hospital,1.824,7.36,1.19,24.2,499.7,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-08-University,2.156,7.44,1.05,23.8,498.9,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-09-Mall,2.057,7.24,0.28,22.3,459.0,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-10-Port,2.079,7.27,0.45,26.8,401.1,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-11-Suburb-East,2.127,7.29,0.86,25.8,421.0,Yes,Yes,Yes,Yes
2024-01-05 09:00:00,Station-12-Suburb-West,1.939,7.31,0.05,26.0,429.0,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-01-Downtown,1.533,7.33,0.19,22.8,443.2,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-02-Industrial,1.42,7.09,0.41,26.1,446.2,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-03-Residential-North,1.743,7.21,0.49,24.1,497.2,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-04-Residential-South,1.535,7.18,0.36,23.9,453.5,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-05-Coastal,1.869,7.32,0.28,23.0,509.3,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-06-Airport,1.735,7.3,0.52,24.5,449.7,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-07-Hospital,1.95,7.22,0.52,26.5,503.2,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-08-University,2.253,7.24,0.78,29.2,462.5,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-09-Mall,2.116,7.22,0.99,24.1,457.4,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-10-Port,2.389,7.3,0.0,23.6,439.7,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-11-Suburb-East,2.384,7.3,0.54,24.1,404.4,Yes,Yes,Yes,Yes
2024-01-05 10:00:00,Station-12-Suburb-West,2.133,7.56,0.0,26.6,429.3,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-01-Downtown,1.54,7.28,0.19,28.8,429.9,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-02-Industrial,1.578,7.32,0.44,22.7,453.5,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-03-Residential-North,1.665,7.22,0.14,27.8,411.3,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-04-Residential-South,1.783,7.32,0.21,23.8,481.8,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-05-Coastal,1.769,7.31,0.49,24.5,507.3,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-06-Airport,1.53,7.43,0.09,24.0,487.1,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-07-Hospital,2.024,7.26,0.82,22.3,430.8,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-08-University,1.693,7.44,0.0,27.2,428.4,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-09-Mall,2.156,7.47,0.0,22.6,415.4,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-10-Port,2.154,7.37,0.08,23.4,414.1,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-11-Suburb-East,2.285,7.36,0.98,26.1,420.5,Yes,Yes,Yes,Yes
2024-01-05 11:00:00,Station-12-Suburb-West,0.126,6.95,0.42,26.4,488.1,No,Yes,Yes,No
2024-01-05 12:00:00,Station-01-Downtown,1.449,7.43,0.42,25.5,473.0,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-02-Industrial,1.426,7.07,0.05,23.5,436.7,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-03-Residential-North,1.509,6.93,0.62,28.5,444.8,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-04-Residential-South,1.434,7.39,0.0,24.9,433.1,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-05-Coastal,1.799,7.08,0.54,24.4,519.1,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-06-Airport,1.857,7.43,0.39,22.4,459.0,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-07-Hospital,2.307,7.34,0.29,24.3,479.9,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-08-University,1.819,7.35,0.42,28.3,467.6,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-09-Mall,2.278,7.37,0.39,26.6,444.3,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-10-Port,2.337,7.39,0.24,26.5,487.4,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-11-Suburb-East,2.178,7.28,0.21,33.0,419.3,Yes,Yes,Yes,Yes
2024-01-05 12:00:00,Station-12-Suburb-West,2.163,7.34,0.28,27.4,475.4,Yes,Yes,Yes,Yes
2024-01-05 13:00:00,Station-01-Downtown,1.664,7.21,0.54,22.6,408.4,Yes,Yes,Yes,Yes
2024-01-05 13:00:00,Station-02-Industrial,1.279,7.37,0.31,23.4,481.3,Yes,Yes,Yes,Yes
2024-01-05 13:00:00,Station-03-Residential-North,1.592,7.23,0.24,25.6,487.8,Yes,Yes,Yes,Yes
2024-01-05 13:00:00,Station-04-Residential-South,1.922,7.16,0.52,22.4,427.7,Yes,Yes,Yes,Yes
