⚠️ File truncated for preview (showing first 0.5MB of 3.4MB)
────────────────────────────────────────────────────────────

timestamp,facility,energy_consumption_kwh,energy_cost_usd,energy_rate_per_kwh,rate_period,water_produced_gallons,energy_efficiency_gal_per_kwh
2024-01-08 01:00:00,Booster-Station-2,286.59,22.93,0.08,Off-Peak,343.9,1.2
2024-01-08 01:00:00,Admin-Building,3.68,0.29,0.08,Off-Peak,,
2024-01-08 01:00:00,Laboratory,5.4,0.43,0.08,Off-Peak,,
2024-01-08 01:00:00,Operations-Center,5.14,0.41,0.08,Off-Peak,,
2024-01-08 02:00:00,Main-Treatment-Plant,724.59,57.97,0.08,Off-Peak,362.3,0.5
2024-01-08 02:00:00,North-Pumping-Station,362.28,28.98,0.08,Off-Peak,434.7,1.2
2024-01-08 02:00:00,South-Pumping-Station,305.83,24.47,0.08,Off-Peak,367.0,1.2
2024-01-08 02:00:00,Desalination-Plant,776.84,62.15,0.08,Off-Peak,388.4,0.5
2024-01-08 02:00:00,Booster-Station-1,297.38,23.79,0.08,Off-Peak,356.9,1.2
2024-01-08 02:00:00,Booster-Station-2,236.01,18.88,0.08,Off-Peak,283.2,1.2
2024-01-08 02:00:00,Admin-Building,4.04,0.32,0.08,Off-Peak,,
2024-01-08 02:00:00,Laboratory,4.48,0.36,0.08,Off-Peak,,
2024-01-08 02:00:00,Operations-Center,4.74,0.38,0.08,Off-Peak,,
2024-01-08 03:00:00,Main-Treatment-Plant,727.17,58.17,0.08,Off-Peak,363.6,0.5
2024-01-08 03:00:00,North-Pumping-Station,384.6,30.77,0.08,Off-Peak,461.5,1.2
2024-01-08 03:00:00,South-Pumping-Station,257.07,20.57,0.08,Off-Peak,308.5,1.2
2024-01-08 03:00:00,Desalination-Plant,703.31,56.26,0.08,Off-Peak,351.7,0.5
2024-01-08 03:00:00,Booster-Station-1,270.76,21.66,0.08,Off-Peak,324.9,1.2
2024-01-08 03:00:00,Booster-Station-2,246.63,19.73,0.08,Off-Peak,296.0,1.2
2024-01-08 03:00:00,Admin-Building,3.75,0.3,0.08,Off-Peak,,
2024-01-08 03:00:00,Laboratory,4.21,0.34,0.08,Off-Peak,,
2024-01-08 03:00:00,Operations-Center,3.08,0.25,0.08,Off-Peak,,
2024-01-08 04:00:00,Main-Treatment-Plant,631.98,50.56,0.08,Off-Peak,316.0,0.5
2024-01-08 04:00:00,North-Pumping-Station,277.72,22.22,0.08,Off-Peak,333.3,1.2
2024-01-08 04:00:00,South-Pumping-Station,258.52,20.68,0.08,Off-Peak,310.2,1.2
2024-01-08 04:00:00,Desalination-Plant,742.98,59.44,0.08,Off-Peak,371.5,0.5
2024-01-08 04:00:00,Booster-Station-1,208.19,16.66,0.08,Off-Peak,249.8,1.2
2024-01-08 04:00:00,Booster-Station-2,301.87,24.15,0.08,Off-Peak,362.2,1.2
2024-01-08 04:00:00,Admin-Building,3.35,0.27,0.08,Off-Peak,,
2024-01-08 04:00:00,Laboratory,3.94,0.32,0.08,Off-Peak,,
2024-01-08 04:00:00,Operations-Center,4.97,0.4,0.08,Off-Peak,,
2024-01-08 05:00:00,Main-Treatment-Plant,697.67,55.81,0.08,Off-Peak,348.8,0.5
2024-01-08 05:00:00,North-Pumping-Station,398.67,31.89,0.08,Off-Peak,478.4,1.2
2024-01-08 05:00:00,South-Pumping-Station,264.23,21.14,0.08,Off-Peak,317.1,1.2
2024-01-08 05:00:00,Desalination-Plant,751.22,60.1,0.08,Off-Peak,375.6,0.5
2024-01-08 05:00:00,Booster-Station-1,277.81,22.22,0.08,Off-Peak,333.4,1.2
2024-01-08 05:00:00,Booster-Station-2,297.5,23.8,0.08,Off-Peak,357.0,1.2
2024-01-08 05:00:00,Admin-Building,4.73,0.38,0.08,Off-Peak,,
2024-01-08 05:00:00,Laboratory,3.93,0.31,0.08,Off-Peak,,
2024-01-08 05:00:00,Operations-Center,5.2,0.42,0.08,Off-Peak,,
2024-01-08 06:00:00,Main-Treatment-Plant,1699.4,203.93,0.12,Mid,849.7,0.5
2024-01-08 06:00:00,North-Pumping-Station,967.58,116.11,0.12,Mid,1161.1,1.2
2024-01-08 06:00:00,South-Pumping-Station,707.02,84.84,0.12,Mid,848.4,1.2
2024-01-08 06:00:00,Desalination-Plant,1785.01,214.2,0.12,Mid,892.5,0.5
2024-01-08 06:00:00,Booster-Station-1,708.64,85.04,0.12,Mid,850.4,1.2
2024-01-08 06:00:00,Booster-Station-2,694.71,83.37,0.12,Mid,833.7,1.2
2024-01-08 06:00:00,Admin-Building,12.04,1.44,0.12,Mid,,
2024-01-08 06:00:00,Laboratory,14.98,1.8,0.12,Mid,,
2024-01-08 06:00:00,Operations-Center,7.28,0.87,0.12,Mid,,
2024-01-08 07:00:00,Main-Treatment-Plant,1879.5,225.54,0.12,Mid,939.7,0.5
2024-01-08 07:00:00,North-Pumping-Station,778.17,93.38,0.12,Mid,933.8,1.2
2024-01-08 07:00:00,South-Pumping-Station,679.49,81.54,0.12,Mid,815.4,1.2
2024-01-08 07:00:00,Desalination-Plant,1794.72,215.37,0.12,Mid,897.4,0.5
2024-01-08 07:00:00,Booster-Station-1,630.93,75.71,0.12,Mid,757.1,1.2
2024-01-08 07:00:00,Booster-Station-2,674.43,80.93,0.12,Mid,809.3,1.2
2024-01-08 07:00:00,Admin-Building,13.0,1.56,0.12,Mid,,
2024-01-08 07:00:00,Laboratory,12.65,1.52,0.12,Mid,,
2024-01-08 07:00:00,Operations-Center,11.76,1.41,0.12,Mid,,
2024-01-08 08:00:00,Main-Treatment-Plant,1701.58,204.19,0.12,Mid,850.8,0.5
2024-01-08 08:00:00,North-Pumping-Station,734.29,88.11,0.12,Mid,881.1,1.2
2024-01-08 08:00:00,South-Pumping-Station,606.61,72.79,0.12,Mid,727.9,1.2
2024-01-08 08:00:00,Desalination-Plant,1745.3,209.44,0.12,Mid,872.7,0.5
2024-01-08 08:00:00,Booster-Station-1,687.28,82.47,0.12,Mid,824.7,1.2
2024-01-08 08:00:00,Booster-Station-2,703.08,84.37,0.12,Mid,843.7,1.2
2024-01-08 08:00:00,Admin-Building,99.19,11.9,0.12,Mid,,
2024-01-08 08:00:00,Laboratory,145.01,17.4,0.12,Mid,,
2024-01-08 08:00:00,Operations-Center,108.16,12.98,0.12,Mid,,
2024-01-08 09:00:00,Main-Treatment-Plant,1630.0,195.6,0.12,Mid,815.0,0.5
2024-01-08 09:00:00,North-Pumping-Station,819.94,98.39,0.12,Mid,983.9,1.2
2024-01-08 09:00:00,South-Pumping-Station,678.22,81.39,0.12,Mid,813.9,1.2
2024-01-08 09:00:00,Desalination-Plant,1887.22,226.47,0.12,Mid,943.6,0.5
2024-01-08 09:00:00,Booster-Station-1,637.81,76.54,0.12,Mid,765.4,1.2
2024-01-08 09:00:00,Booster-Station-2,714.72,85.77,0.12,Mid,857.7,1.2
2024-01-08 09:00:00,Admin-Building,92.66,11.12,0.12,Mid,,
2024-01-08 09:00:00,Laboratory,130.81,15.7,0.12,Mid,,
2024-01-08 09:00:00,Operations-Center,92.72,11.13,0.12,Mid,,
2024-01-08 10:00:00,Main-Treatment-Plant,1208.3,145.0,0.12,Mid,604.1,0.5
2024-01-08 10:00:00,North-Pumping-Station,552.3,66.28,0.12,Mid,662.8,1.2
2024-01-08 10:00:00,South-Pumping-Station,475.55,57.07,0.12,Mid,570.7,1.2
2024-01-08 10:00:00,Desalination-Plant,1370.1,164.41,0.12,Mid,685.0,0.5
2024-01-08 10:00:00,Booster-Station-1,461.86,55.42,0.12,Mid,554.2,1.2
2024-01-08 10:00:00,Booster-Station-2,549.42,65.93,0.12,Mid,659.3,1.2
2024-01-08 10:00:00,Admin-Building,51.46,6.18,0.12,Mid,,
2024-01-08 10:00:00,Laboratory,59.9,7.19,0.12,Mid,,
2024-01-08 10:00:00,Operations-Center,58.61,7.03,0.12,Mid,,
2024-01-08 11:00:00,Main-Treatment-Plant,1235.19,148.22,0.12,Mid,617.6,0.5
2024-01-08 11:00:00,North-Pumping-Station,632.04,75.84,0.12,Mid,758.4,1.2
2024-01-08 11:00:00,South-Pumping-Station,410.74,49.29,0.12,Mid,492.9,1.2
2024-01-08 11:00:00,Desalination-Plant,1304.0,156.48,0.12,Mid,652.0,0.5
2024-01-08 11:00:00,Booster-Station-1,430.64,51.68,0.12,Mid,516.8,1.2
2024-01-08 11:00:00,Booster-Station-2,434.91,52.19,0.12,Mid,521.9,1.2
2024-01-08 11:00:00,Admin-Building,79.56,9.55,0.12,Mid,,
2024-01-08 11:00:00,Laboratory,72.28,8.67,0.12,Mid,,
2024-01-08 11:00:00,Operations-Center,86.88,10.43,0.12,Mid,,
2024-01-08 12:00:00,Main-Treatment-Plant,1107.23,132.87,0.12,Mid,553.6,0.5
2024-01-08 12:00:00,North-Pumping-Station,530.77,63.69,0.12,Mid,636.9,1.2
2024-01-08 12:00:00,South-Pumping-Station,432.59,51.91,0.12,Mid,519.1,1.2
2024-01-08 12:00:00,Desalination-Plant,1138.94,136.67,0.12,Mid,569.5,0.5
2024-01-08 12:00:00,Booster-Station-1,527.49,63.3,0.12,Mid,633.0,1.2
2024-01-08 12:00:00,Booster-Station-2,428.09,51.37,0.12,Mid,513.7,1.2
2024-01-08 12:00:00,Admin-Building,81.85,9.82,0.12,Mid,,
2024-01-08 12:00:00,Laboratory,57.87,6.94,0.12,Mid,,
2024-01-08 12:00:00,Operations-Center,74.84,8.98,0.12,Mid,,
2024-01-08 13:00:00,Main-Treatment-Plant,1231.21,147.75,0.12,Mid,615.6,0.5
2024-01-08 13:00:00,North-Pumping-Station,645.29,77.43,0.12,Mid,774.3,1.2
2024-01-08 13:00:00,South-Pumping-Station,459.09,55.09,0.12,Mid,550.9,1.2
2024-01-08 13:00:00,Desalination-Plant,1154.53,138.54,0.12,Mid,577.3,0.5
2024-01-08 13:00:00,Booster-Station-1,380.94,45.71,0.12,Mid,457.1,1.2
2024-01-08 13:00:00,Booster-Station-2,499.28,59.91,0.12,Mid,599.1,1.2
2024-01-08 13:00:00,Admin-Building,58.29,7.0,0.12,Mid,,
2024-01-08 13:00:00,Laboratory,83.12,9.97,0.12,Mid,,
2024-01-08 13:00:00,Operations-Center,64.45,7.73,0.12,Mid,,
2024-01-08 14:00:00,Main-Treatment-Plant,1372.47,247.04,0.18,Peak,686.2,0.5
2024-01-08 14:00:00,North-Pumping-Station,512.82,92.31,0.18,Peak,615.4,1.2
2024-01-08 14:00:00,South-Pumping-Station,514.7,92.65,0.18,Peak,617.6,1.2
2024-01-08 14:00:00,Desalination-Plant,1153.62,207.65,0.18,Peak,576.8,0.5
2024-01-08 14:00:00,Booster-Station-1,519.81,93.57,0.18,Peak,623.8,1.2
2024-01-08 14:00:00,Booster-Station-2,453.78,81.68,0.18,Peak,544.5,1.2
2024-01-08 14:00:00,Admin-Building,66.82,12.03,0.18,Peak,,
2024-01-08 14:00:00,Laboratory,92.44,16.64,0.18,Peak,,
2024-01-08 14:00:00,Operations-Center,74.45,13.4,0.18,Peak,,
2024-01-08 15:00:00,Main-Treatment-Plant,1242.19,223.59,0.18,Peak,621.1,0.5
2024-01-08 15:00:00,North-Pumping-Station,572.86,103.11,0.18,Peak,687.4,1.2
2024-01-08 15:00:00,South-Pumping-Station,445.8,80.24,0.18,Peak,535.0,1.2
2024-01-08 15:00:00,Desalination-Plant,1098.59,197.75,0.18,Peak,549.3,0.5
2024-01-08 15:00:00,Booster-Station-1,461.22,83.02,0.18,Peak,553.5,1.2
2024-01-08 15:00:00,Booster-Station-2,443.91,79.9,0.18,Peak,532.7,1.2
2024-01-08 15:00:00,Admin-Building,79.08,14.23,0.18,Peak,,
2024-01-08 15:00:00,Laboratory,90.23,16.24,0.18,Peak,,
2024-01-08 15:00:00,Operations-Center,64.64,11.64,0.18,Peak,,
2024-01-08 16:00:00,Main-Treatment-Plant,1210.4,217.87,0.18,Peak,605.2,0.5
2024-01-08 16:00:00,North-Pumping-Station,483.35,87.0,0.18,Peak,580.0,1.2
2024-01-08 16:00:00,South-Pumping-Station,478.06,86.05,0.18,Peak,573.7,1.2
2024-01-08 16:00:00,Desalination-Plant,1155.79,208.04,0.18,Peak,577.9,0.5
2024-01-08 16:00:00,Booster-Station-1,406.74,73.21,0.18,Peak,488.1,1.2
2024-01-08 16:00:00,Booster-Station-2,457.85,82.41,0.18,Peak,549.4,1.2
2024-01-08 16:00:00,Admin-Building,96.49,17.37,0.18,Peak,,
2024-01-08 16:00:00,Laboratory,63.0,11.34,0.18,Peak,,
2024-01-08 16:00:00,Operations-Center,69.53,12.51,0.18,Peak,,
2024-01-08 17:00:00,Main-Treatment-Plant,1215.64,218.82,0.18,Peak,607.8,0.5
2024-01-08 17:00:00,North-Pumping-Station,506.51,91.17,0.18,Peak,607.8,1.2
2024-01-08 17:00:00,South-Pumping-Station,407.39,73.33,0.18,Peak,488.9,1.2
2024-01-08 17:00:00,Desalination-Plant,1020.53,183.7,0.18,Peak,510.3,0.5
2024-01-08 17:00:00,Booster-Station-1,448.87,80.8,0.18,Peak,538.6,1.2
2024-01-08 17:00:00,Booster-Station-2,472.07,84.97,0.18,Peak,566.5,1.2
2024-01-08 17:00:00,Admin-Building,98.33,17.7,0.18,Peak,,
2024-01-08 17:00:00,Laboratory,76.1,13.7,0.18,Peak,,
2024-01-08 17:00:00,Operations-Center,67.61,12.17,0.18,Peak,,
2024-01-08 18:00:00,Main-Treatment-Plant,1679.49,302.31,0.18,Peak,839.7,0.5
2024-01-08 18:00:00,North-Pumping-Station,762.96,137.33,0.18,Peak,915.6,1.2
2024-01-08 18:00:00,South-Pumping-Station,568.18,102.27,0.18,Peak,681.8,1.2
2024-01-08 18:00:00,Desalination-Plant,1690.16,304.23,0.18,Peak,845.1,0.5
2024-01-08 18:00:00,Booster-Station-1,674.96,121.49,0.18,Peak,810.0,1.2
2024-01-08 18:00:00,Booster-Station-2,604.19,108.75,0.18,Peak,725.0,1.2
2024-01-08 18:00:00,Admin-Building,11.45,2.06,0.18,Peak,,
2024-01-08 18:00:00,Laboratory,11.17,2.01,0.18,Peak,,
2024-01-08 18:00:00,Operations-Center,6.06,1.09,0.18,Peak,,
2024-01-08 19:00:00,Main-Treatment-Plant,1500.19,270.03,0.18,Peak,750.1,0.5
2024-01-08 19:00:00,North-Pumping-Station,871.51,156.87,0.18,Peak,1045.8,1.2
2024-01-08 19:00:00,South-Pumping-Station,543.75,97.88,0.18,Peak,652.5,1.2
2024-01-08 19:00:00,Desalination-Plant,1743.96,313.91,0.18,Peak,872.0,0.5
2024-01-08 19:00:00,Booster-Station-1,638.26,114.89,0.18,Peak,765.9,1.2
2024-01-08 19:00:00,Booster-Station-2,575.19,103.53,0.18,Peak,690.2,1.2
2024-01-08 19:00:00,Admin-Building,14.52,2.61,0.18,Peak,,
2024-01-08 19:00:00,Laboratory,9.76,1.76,0.18,Peak,,
2024-01-08 19:00:00,Operations-Center,7.77,1.4,0.18,Peak,,
2024-01-08 20:00:00,Main-Treatment-Plant,1879.32,338.28,0.18,Peak,939.7,0.5
2024-01-08 20:00:00,North-Pumping-Station,721.48,129.87,0.18,Peak,865.8,1.2
2024-01-08 20:00:00,South-Pumping-Station,621.01,111.78,0.18,Peak,745.2,1.2
2024-01-08 20:00:00,Desalination-Plant,1806.06,325.09,0.18,Peak,903.0,0.5
2024-01-08 20:00:00,Booster-Station-1,589.42,106.1,0.18,Peak,707.3,1.2
2024-01-08 20:00:00,Booster-Station-2,629.25,113.27,0.18,Peak,755.1,1.2
2024-01-08 20:00:00,Admin-Building,10.48,1.89,0.18,Peak,,
2024-01-08 20:00:00,Laboratory,11.53,2.08,0.18,Peak,,
2024-01-08 20:00:00,Operations-Center,13.33,2.4,0.18,Peak,,
2024-01-08 21:00:00,Main-Treatment-Plant,1542.85,185.14,0.12,Mid,771.4,0.5
2024-01-08 21:00:00,North-Pumping-Station,717.33,86.08,0.12,Mid,860.8,1.2
2024-01-08 21:00:00,South-Pumping-Station,597.59,71.71,0.12,Mid,717.1,1.2
2024-01-08 21:00:00,Desalination-Plant,1418.17,170.18,0.12,Mid,709.1,0.5
2024-01-08 21:00:00,Booster-Station-1,587.11,70.45,0.12,Mid,704.5,1.2
2024-01-08 21:00:00,Booster-Station-2,672.97,80.76,0.12,Mid,807.6,1.2
2024-01-08 21:00:00,Admin-Building,8.83,1.06,0.12,Mid,,
2024-01-08 21:00:00,Laboratory,8.81,1.06,0.12,Mid,,
2024-01-08 21:00:00,Operations-Center,7.79,0.93,0.12,Mid,,
2024-01-08 22:00:00,Main-Treatment-Plant,1282.48,153.9,0.12,Mid,641.2,0.5
2024-01-08 22:00:00,North-Pumping-Station,510.59,61.27,0.12,Mid,612.7,1.2
2024-01-08 22:00:00,South-Pumping-Station,495.66,59.48,0.12,Mid,594.8,1.2
2024-01-08 22:00:00,Desalination-Plant,1098.28,131.79,0.12,Mid,549.1,0.5
2024-01-08 22:00:00,Booster-Station-1,453.33,54.4,0.12,Mid,544.0,1.2
2024-01-08 22:00:00,Booster-Station-2,471.22,56.55,0.12,Mid,565.5,1.2
2024-01-08 22:00:00,Admin-Building,10.06,1.21,0.12,Mid,,
2024-01-08 22:00:00,Laboratory,7.24,0.87,0.12,Mid,,
2024-01-08 22:00:00,Operations-Center,9.28,1.11,0.12,Mid,,
2024-01-08 23:00:00,Main-Treatment-Plant,1177.01,141.24,0.12,Mid,588.5,0.5
2024-01-08 23:00:00,North-Pumping-Station,650.92,78.11,0.12,Mid,781.1,1.2
2024-01-08 23:00:00,South-Pumping-Station,494.32,59.32,0.12,Mid,593.2,1.2
2024-01-08 23:00:00,Desalination-Plant,1099.43,131.93,0.12,Mid,549.7,0.5
2024-01-08 23:00:00,Booster-Station-1,452.69,54.32,0.12,Mid,543.2,1.2
2024-01-08 23:00:00,Booster-Station-2,457.48,54.9,0.12,Mid,549.0,1.2
2024-01-08 23:00:00,Admin-Building,7.2,0.86,0.12,Mid,,
2024-01-08 23:00:00,Laboratory,6.87,0.82,0.12,Mid,,
2024-01-08 23:00:00,Operations-Center,6.97,0.84,0.12,Mid,,
2024-01-09 00:00:00,Main-Treatment-Plant,667.22,53.38,0.08,Off-Peak,333.6,0.5
2024-01-09 00:00:00,North-Pumping-Station,345.66,27.65,0.08,Off-Peak,414.8,1.2
2024-01-09 00:00:00,South-Pumping-Station,237.27,18.98,0.08,Off-Peak,284.7,1.2
2024-01-09 00:00:00,Desalination-Plant,792.22,63.38,0.08,Off-Peak,396.1,0.5
2024-01-09 00:00:00,Booster-Station-1,285.53,22.84,0.08,Off-Peak,342.6,1.2
2024-01-09 00:00:00,Booster-Station-2,265.49,21.24,0.08,Off-Peak,318.6,1.2
2024-01-09 00:00:00,Admin-Building,4.36,0.35,0.08,Off-Peak,,
2024-01-09 00:00:00,Laboratory,5.91,0.47,0.08,Off-Peak,,
2024-01-09 00:00:00,Operations-Center,6.83,0.55,0.08,Off-Peak,,
2024-01-09 01:00:00,Main-Treatment-Plant,763.43,61.07,0.08,Off-Peak,381.7,0.5
2024-01-09 01:00:00,North-Pumping-Station,382.9,30.63,0.08,Off-Peak,459.5,1.2
2024-01-09 01:00:00,South-Pumping-Station,285.93,22.87,0.08,Off-Peak,343.1,1.2
2024-01-09 01:00:00,Desalination-Plant,723.66,57.89,0.08,Off-Peak,361.8,0.5
2024-01-09 01:00:00,Booster-Station-1,243.22,19.46,0.08,Off-Peak,291.9,1.2
2024-01-09 01:00:00,Booster-Station-2,276.09,22.09,0.08,Off-Peak,331.3,1.2
2024-01-09 01:00:00,Admin-Building,4.3,0.34,0.08,Off-Peak,,
2024-01-09 01:00:00,Laboratory,4.09,0.33,0.08,Off-Peak,,
2024-01-09 01:00:00,Operations-Center,3.5,0.28,0.08,Off-Peak,,
2024-01-09 02:00:00,Main-Treatment-Plant,711.7,56.94,0.08,Off-Peak,355.8,0.5
2024-01-09 02:00:00,North-Pumping-Station,332.47,26.6,0.08,Off-Peak,399.0,1.2
2024-01-09 02:00:00,South-Pumping-Station,269.25,21.54,0.08,Off-Peak,323.1,1.2
2024-01-09 02:00:00,Desalination-Plant,654.44,52.36,0.08,Off-Peak,327.2,0.5
2024-01-09 02:00:00,Booster-Station-1,264.5,21.16,0.08,Off-Peak,317.4,1.2
2024-01-09 02:00:00,Booster-Station-2,268.84,21.51,0.08,Off-Peak,322.6,1.2
2024-01-09 02:00:00,Admin-Building,4.66,0.37,0.08,Off-Peak,,
2024-01-09 02:00:00,Laboratory,5.13,0.41,0.08,Off-Peak,,
2024-01-09 02:00:00,Operations-Center,4.18,0.33,0.08,Off-Peak,,
2024-01-09 03:00:00,Main-Treatment-Plant,745.84,59.67,0.08,Off-Peak,372.9,0.5
2024-01-09 03:00:00,North-Pumping-Station,361.89,28.95,0.08,Off-Peak,434.3,1.2
2024-01-09 03:00:00,South-Pumping-Station,269.9,21.59,0.08,Off-Peak,323.9,1.2
2024-01-09 03:00:00,Desalination-Plant,654.37,52.35,0.08,Off-Peak,327.2,0.5
2024-01-09 03:00:00,Booster-Station-1,270.06,21.6,0.08,Off-Peak,324.1,1.2
2024-01-09 03:00:00,Booster-Station-2,275.22,22.02,0.08,Off-Peak,330.3,1.2
2024-01-09 03:00:00,Admin-Building,3.97,0.32,0.08,Off-Peak,,
2024-01-09 03:00:00,Laboratory,4.06,0.32,0.08,Off-Peak,,
2024-01-09 03:00:00,Operations-Center,6.15,0.49,0.08,Off-Peak,,
2024-01-09 04:00:00,Main-Treatment-Plant,727.48,58.2,0.08,Off-Peak,363.7,0.5
2024-01-09 04:00:00,North-Pumping-Station,331.63,26.53,0.08,Off-Peak,398.0,1.2
2024-01-09 04:00:00,South-Pumping-Station,253.5,20.28,0.08,Off-Peak,304.2,1.2
2024-01-09 04:00:00,Desalination-Plant,692.67,55.41,0.08,Off-Peak,346.3,0.5
2024-01-09 04:00:00,Booster-Station-1,259.47,20.76,0.08,Off-Peak,311.4,1.2
2024-01-09 04:00:00,Booster-Station-2,275.26,22.02,0.08,Off-Peak,330.3,1.2
2024-01-09 04:00:00,Admin-Building,5.51,0.44,0.08,Off-Peak,,
2024-01-09 04:00:00,Laboratory,3.48,0.28,0.08,Off-Peak,,
2024-01-09 04:00:00,Operations-Center,7.4,0.59,0.08,Off-Peak,,
2024-01-09 05:00:00,Main-Treatment-Plant,647.36,51.79,0.08,Off-Peak,323.7,0.5
2024-01-09 05:00:00,North-Pumping-Station,336.68,26.93,0.08,Off-Peak,404.0,1.2
2024-01-09 05:00:00,South-Pumping-Station,265.12,21.21,0.08,Off-Peak,318.1,1.2
2024-01-09 05:00:00,Desalination-Plant,669.95,53.6,0.08,Off-Peak,335.0,0.5
2024-01-09 05:00:00,Booster-Station-1,288.48,23.08,0.08,Off-Peak,346.2,1.2
2024-01-09 05:00:00,Booster-Station-2,275.36,22.03,0.08,Off-Peak,330.4,1.2
2024-01-09 05:00:00,Admin-Building,4.83,0.39,0.08,Off-Peak,,
2024-01-09 05:00:00,Laboratory,3.82,0.31,0.08,Off-Peak,,
2024-01-09 05:00:00,Operations-Center,4.57,0.37,0.08,Off-Peak,,
2024-01-09 06:00:00,Main-Treatment-Plant,1874.44,224.93,0.12,Mid,937.2,0.5
2024-01-09 06:00:00,North-Pumping-Station,742.89,89.15,0.12,Mid,891.5,1.2
2024-01-09 06:00:00,South-Pumping-Station,801.88,96.23,0.12,Mid,962.3,1.2
2024-01-09 06:00:00,Desalination-Plant,1832.78,219.93,0.12,Mid,916.4,0.5
2024-01-09 06:00:00,Booster-Station-1,735.91,88.31,0.12,Mid,883.1,1.2
2024-01-09 06:00:00,Booster-Station-2,655.65,78.68,0.12,Mid,786.8,1.2
2024-01-09 06:00:00,Admin-Building,9.09,1.09,0.12,Mid,,
2024-01-09 06:00:00,Laboratory,6.97,0.84,0.12,Mid,,
2024-01-09 06:00:00,Operations-Center,12.82,1.54,0.12,Mid,,
2024-01-09 07:00:00,Main-Treatment-Plant,1902.48,228.3,0.12,Mid,951.2,0.5
2024-01-09 07:00:00,North-Pumping-Station,846.04,101.53,0.12,Mid,1015.3,1.2
2024-01-09 07:00:00,South-Pumping-Station,699.91,83.99,0.12,Mid,839.9,1.2
2024-01-09 07:00:00,Desalination-Plant,1798.52,215.82,0.12,Mid,899.3,0.5
2024-01-09 07:00:00,Booster-Station-1,669.62,80.35,0.12,Mid,803.5,1.2
2024-01-09 07:00:00,Booster-Station-2,580.2,69.62,0.12,Mid,696.2,1.2
2024-01-09 07:00:00,Admin-Building,10.08,1.21,0.12,Mid,,
2024-01-09 07:00:00,Laboratory,12.01,1.44,0.12,Mid,,
2024-01-09 07:00:00,Operations-Center,8.14,0.98,0.12,Mid,,
2024-01-09 08:00:00,Main-Treatment-Plant,1786.4,214.37,0.12,Mid,893.2,0.5
2024-01-09 08:00:00,North-Pumping-Station,812.99,97.56,0.12,Mid,975.6,1.2
2024-01-09 08:00:00,South-Pumping-Station,645.79,77.49,0.12,Mid,774.9,1.2
2024-01-09 08:00:00,Desalination-Plant,1747.55,209.71,0.12,Mid,873.8,0.5
2024-01-09 08:00:00,Booster-Station-1,714.41,85.73,0.12,Mid,857.3,1.2
2024-01-09 08:00:00,Booster-Station-2,760.85,91.3,0.12,Mid,913.0,1.2
2024-01-09 08:00:00,Admin-Building,94.72,11.37,0.12,Mid,,
2024-01-09 08:00:00,Laboratory,106.4,12.77,0.12,Mid,,
2024-01-09 08:00:00,Operations-Center,120.45,14.45,0.12,Mid,,
2024-01-09 09:00:00,Main-Treatment-Plant,1991.64,239.0,0.12,Mid,995.8,0.5
2024-01-09 09:00:00,North-Pumping-Station,858.38,103.01,0.12,Mid,1030.1,1.2
2024-01-09 09:00:00,South-Pumping-Station,653.35,78.4,0.12,Mid,784.0,1.2
2024-01-09 09:00:00,Desalination-Plant,1801.46,216.17,0.12,Mid,900.7,0.5
2024-01-09 09:00:00,Booster-Station-1,642.5,77.1,0.12,Mid,771.0,1.2
2024-01-09 09:00:00,Booster-Station-2,665.34,79.84,0.12,Mid,798.4,1.2
2024-01-09 09:00:00,Admin-Building,104.55,12.55,0.12,Mid,,
2024-01-09 09:00:00,Laboratory,144.92,17.39,0.12,Mid,,
2024-01-09 09:00:00,Operations-Center,103.03,12.36,0.12,Mid,,
2024-01-09 10:00:00,Main-Treatment-Plant,1056.12,126.73,0.12,Mid,528.1,0.5
2024-01-09 10:00:00,North-Pumping-Station,500.01,60.0,0.12,Mid,600.0,1.2
2024-01-09 10:00:00,South-Pumping-Station,479.61,57.55,0.12,Mid,575.5,1.2
2024-01-09 10:00:00,Desalination-Plant,1143.67,137.24,0.12,Mid,571.8,0.5
2024-01-09 10:00:00,Booster-Station-1,482.34,57.88,0.12,Mid,578.8,1.2
2024-01-09 10:00:00,Booster-Station-2,447.08,53.65,0.12,Mid,536.5,1.2
2024-01-09 10:00:00,Admin-Building,99.75,11.97,0.12,Mid,,
2024-01-09 10:00:00,Laboratory,105.92,12.71,0.12,Mid,,
2024-01-09 10:00:00,Operations-Center,78.29,9.39,0.12,Mid,,
2024-01-09 11:00:00,Main-Treatment-Plant,1233.11,147.97,0.12,Mid,616.6,0.5
2024-01-09 11:00:00,North-Pumping-Station,610.94,73.31,0.12,Mid,733.1,1.2
2024-01-09 11:00:00,South-Pumping-Station,493.39,59.21,0.12,Mid,592.1,1.2
2024-01-09 11:00:00,Desalination-Plant,1196.59,143.59,0.12,Mid,598.3,0.5
2024-01-09 11:00:00,Booster-Station-1,457.07,54.85,0.12,Mid,548.5,1.2
2024-01-09 11:00:00,Booster-Station-2,467.59,56.11,0.12,Mid,561.1,1.2
2024-01-09 11:00:00,Admin-Building,67.16,8.06,0.12,Mid,,
2024-01-09 11:00:00,Laboratory,87.26,10.47,0.12,Mid,,
