complaint_id,customer_id,complaint_date,complaint_type,priority,status,location,resolution_date,resolution_hours,customer_satisfied
COMP-01239,CUST-03658,2024-02-16 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-02-18 03:26:53,51.4,No
COMP-01297,CUST-04955,2024-02-16 00:00:00,High-Bill,Medium,Closed,Station-02-Industrial,2024-02-20 05:00:57,101.0,Pending
COMP-01687,CUST-04535,2024-02-16 00:00:00,Connection-Request,Medium,Closed,Station-04-Residential-South,2024-02-19 04:37:12,76.6,No
COMP-01704,CUST-01322,2024-02-16 00:00:00,Connection-Request,Medium,Closed,Zone-A-Downtown,2024-02-17 06:13:17,30.2,Pending
COMP-01805,CUST-00661,2024-02-16 00:00:00,Low-Pressure,Low,Closed,Zone-C-South,2024-02-18 03:58:40,52.0,Yes
COMP-00109,CUST-04814,2024-02-17 00:00:00,Leak-Reported,Critical,Resolved,Station-04-Residential-South,2024-02-17 01:25:47,1.4,Yes
COMP-00378,CUST-01437,2024-02-17 00:00:00,Customer-Service,Medium,Closed,Station-03-Residential-North,2024-02-20 16:57:53,89.0,Yes
COMP-00653,CUST-03245,2024-02-17 00:00:00,Billing-Error,Medium,In-Progress,Station-09-Mall,,,
COMP-00996,CUST-02555,2024-02-17 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-02-18 07:56:39,31.9,Yes
COMP-01371,CUST-04481,2024-02-17 00:00:00,Water-Quality,High,Resolved,Zone-C-South,2024-02-17 19:18:44,19.3,Yes
COMP-01438,CUST-02874,2024-02-17 00:00:00,Service-Interruption,Critical,Closed,Station-03-Residential-North,2024-02-17 03:18:38,3.3,No
COMP-01719,CUST-04330,2024-02-17 00:00:00,High-Bill,High,In-Progress,Station-05-Coastal,,,
COMP-00103,CUST-01425,2024-02-18 00:00:00,Water-Quality,High,In-Progress,Station-12-Suburb-West,,,
COMP-00608,CUST-04102,2024-02-18 00:00:00,Leak-Reported,Low,Closed,Station-07-Hospital,2024-02-20 02:00:07,50.0,No
COMP-01065,CUST-00122,2024-02-18 00:00:00,Billing-Error,Medium,Closed,Station-11-Suburb-East,2024-02-19 07:17:06,31.3,No
COMP-01461,CUST-04977,2024-02-18 00:00:00,Customer-Service,Critical,Closed,Station-05-Coastal,2024-02-18 04:52:28,4.9,No
COMP-01554,CUST-01452,2024-02-18 00:00:00,Leak-Reported,High,Closed,Station-11-Suburb-East,2024-02-18 16:27:24,16.5,Pending
COMP-01815,CUST-04505,2024-02-18 00:00:00,Leak-Reported,High,Closed,Station-01-Downtown,2024-02-18 14:54:09,14.9,No
COMP-00309,CUST-02526,2024-02-19 00:00:00,Service-Interruption,Critical,Closed,Station-03-Residential-North,2024-02-19 05:16:55,5.3,No
COMP-00616,CUST-02845,2024-02-19 00:00:00,Low-Pressure,Low,Closed,Zone-A-Downtown,2024-02-21 08:45:41,56.8,Pending
COMP-00626,CUST-02299,2024-02-19 00:00:00,Connection-Request,High,Closed,Station-01-Downtown,2024-02-20 06:27:54,30.5,Yes
COMP-00649,CUST-00040,2024-02-19 00:00:00,Water-Quality,Critical,Resolved,Zone-D-East,2024-02-19 04:45:00,4.8,Pending
COMP-00733,CUST-04810,2024-02-19 00:00:00,Billing-Error,Medium,In-Progress,Station-01-Downtown,,,
COMP-01096,CUST-03084,2024-02-19 00:00:00,Meter-Issue,Medium,Closed,Station-11-Suburb-East,2024-02-20 17:37:05,41.6,Pending
COMP-01261,CUST-04525,2024-02-19 00:00:00,Meter-Issue,High,Resolved,Station-12-Suburb-West,2024-02-20 12:50:06,36.8,Pending
COMP-01279,CUST-01508,2024-02-19 00:00:00,High-Bill,High,Resolved,Station-12-Suburb-West,2024-02-19 16:47:47,16.8,No
COMP-01341,CUST-01520,2024-02-19 00:00:00,High-Bill,Medium,Resolved,Station-07-Hospital,2024-02-22 23:11:58,95.2,Pending
COMP-01564,CUST-03968,2024-02-19 00:00:00,High-Bill,Medium,Closed,Station-09-Mall,2024-02-20 21:13:57,45.2,Yes
COMP-01810,CUST-04375,2024-02-19 00:00:00,Low-Pressure,Low,Closed,Station-11-Suburb-East,2024-02-26 09:12:46,177.2,Yes
COMP-01831,CUST-00747,2024-02-19 00:00:00,Connection-Request,Low,Resolved,Zone-G-Coastal,2024-02-26 11:29:45,179.5,Pending
COMP-01951,CUST-01304,2024-02-19 00:00:00,Leak-Reported,High,Closed,Station-08-University,2024-02-19 13:03:42,13.1,No
COMP-00052,CUST-04160,2024-02-20 00:00:00,Billing-Error,Medium,Closed,Station-03-Residential-North,2024-02-24 23:48:22,119.8,Pending
COMP-00149,CUST-01171,2024-02-20 00:00:00,Meter-Issue,Medium,Closed,Station-08-University,2024-02-24 01:18:20,97.3,Pending
COMP-01236,CUST-02647,2024-02-20 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-02-20 11:16:03,11.3,Yes
COMP-01347,CUST-02671,2024-02-20 00:00:00,Billing-Error,Critical,Resolved,Station-05-Coastal,2024-02-20 08:51:54,8.9,Pending
COMP-01497,CUST-01213,2024-02-20 00:00:00,Meter-Issue,High,Resolved,Zone-H-Hills,2024-02-20 11:18:50,11.3,No
COMP-01653,CUST-03145,2024-02-20 00:00:00,Service-Interruption,Critical,In-Progress,Station-12-Suburb-West,,,
COMP-01731,CUST-02883,2024-02-20 00:00:00,Water-Quality,Critical,Closed,Zone-F-Industrial,2024-02-20 11:13:56,11.2,Pending
COMP-01782,CUST-04555,2024-02-20 00:00:00,High-Bill,Low,Closed,Zone-G-Coastal,2024-02-26 08:02:40,152.0,No
COMP-01960,CUST-04388,2024-02-20 00:00:00,Water-Quality,High,Closed,Station-12-Suburb-West,2024-02-20 06:11:36,6.2,No
COMP-01961,CUST-01285,2024-02-20 00:00:00,High-Bill,Medium,Closed,Station-04-Residential-South,2024-02-23 06:03:42,78.1,Pending
COMP-00012,CUST-02848,2024-02-21 00:00:00,Meter-Issue,Low,Closed,Zone-F-Industrial,2024-02-27 17:38:11,161.6,Yes
COMP-00163,CUST-04457,2024-02-21 00:00:00,Billing-Error,Medium,Closed,Zone-C-South,2024-02-22 01:19:52,25.3,Pending
COMP-00693,CUST-02104,2024-02-21 00:00:00,High-Bill,Low,Open,Zone-G-Coastal,,,
COMP-00768,CUST-04780,2024-02-21 00:00:00,Connection-Request,High,Closed,Station-11-Suburb-East,2024-02-22 13:32:54,37.5,No
COMP-00811,CUST-02809,2024-02-21 00:00:00,High-Bill,High,Closed,Station-03-Residential-North,2024-02-22 05:55:47,29.9,No
COMP-01224,CUST-02694,2024-02-21 00:00:00,Meter-Issue,Low,Closed,Zone-A-Downtown,2024-02-26 12:04:57,132.1,Yes
COMP-01501,CUST-03681,2024-02-21 00:00:00,Meter-Issue,Low,Resolved,Station-04-Residential-South,2024-02-25 13:00:34,109.0,No
COMP-01676,CUST-04115,2024-02-21 00:00:00,Billing-Error,Low,Closed,Station-01-Downtown,2024-02-28 19:51:32,187.9,Pending
COMP-01849,CUST-02783,2024-02-21 00:00:00,Meter-Issue,High,Resolved,Zone-G-Coastal,2024-02-22 13:29:15,37.5,Yes
COMP-01902,CUST-04524,2024-02-21 00:00:00,High-Bill,Low,In-Progress,Zone-C-South,,,
COMP-00017,CUST-02499,2024-02-22 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-02-23 09:18:38,33.3,No
COMP-00892,CUST-03180,2024-02-22 00:00:00,Service-Interruption,Critical,Closed,Station-10-Port,2024-02-22 09:11:38,9.2,Pending
COMP-01191,CUST-00036,2024-02-22 00:00:00,Leak-Reported,Medium,Closed,Station-11-Suburb-East,2024-02-25 08:43:09,80.7,No
COMP-01514,CUST-03133,2024-02-22 00:00:00,Leak-Reported,Medium,Closed,Station-01-Downtown,2024-02-24 22:02:19,70.0,No
COMP-01845,CUST-02933,2024-02-22 00:00:00,Low-Pressure,Medium,Resolved,Zone-E-West,2024-02-26 19:52:27,115.9,Yes
COMP-01941,CUST-03648,2024-02-22 00:00:00,Service-Interruption,Medium,Closed,Zone-E-West,2024-02-24 01:10:25,49.2,No
COMP-00255,CUST-01755,2024-02-23 00:00:00,High-Bill,Medium,Closed,Station-03-Residential-North,2024-02-24 02:53:03,26.9,No
COMP-00311,CUST-04364,2024-02-23 00:00:00,High-Bill,High,Closed,Station-08-University,2024-02-23 17:35:37,17.6,Yes
COMP-00343,CUST-00945,2024-02-23 00:00:00,Leak-Reported,Critical,Closed,Station-08-University,2024-02-23 01:15:32,1.3,No
COMP-00573,CUST-02537,2024-02-23 00:00:00,Leak-Reported,High,Closed,Station-11-Suburb-East,2024-02-24 13:30:23,37.5,Yes
COMP-00607,CUST-00101,2024-02-23 00:00:00,Leak-Reported,High,Closed,Station-10-Port,2024-02-24 01:11:29,25.2,No
COMP-00709,CUST-04698,2024-02-23 00:00:00,High-Bill,Medium,Closed,Zone-E-West,2024-02-25 20:49:20,68.8,No
COMP-00795,CUST-01012,2024-02-23 00:00:00,Low-Pressure,High,Resolved,Zone-H-Hills,2024-02-24 02:32:57,26.5,Pending
COMP-01318,CUST-03629,2024-02-23 00:00:00,Service-Interruption,Medium,Closed,Station-04-Residential-South,2024-02-27 23:47:12,119.8,No
COMP-01375,CUST-01681,2024-02-23 00:00:00,Low-Pressure,Medium,Closed,Station-09-Mall,2024-02-27 01:58:05,98.0,Pending
COMP-01413,CUST-02492,2024-02-23 00:00:00,Meter-Issue,Low,Closed,Zone-G-Coastal,2024-03-03 20:07:25,236.1,No
COMP-01650,CUST-04299,2024-02-23 00:00:00,Water-Quality,Critical,In-Progress,Station-06-Airport,,,
COMP-01934,CUST-04171,2024-02-23 00:00:00,Low-Pressure,High,Closed,Zone-H-Hills,2024-02-24 15:53:59,39.9,Yes
COMP-00477,CUST-03054,2024-02-24 00:00:00,Service-Interruption,Medium,Closed,Station-06-Airport,2024-02-25 19:50:15,43.8,No
COMP-00628,CUST-02737,2024-02-24 00:00:00,High-Bill,Critical,Closed,Station-09-Mall,2024-02-24 10:28:20,10.5,No
COMP-00901,CUST-03579,2024-02-24 00:00:00,Leak-Reported,Medium,Closed,Station-06-Airport,2024-02-28 05:42:06,101.7,No
COMP-00079,CUST-00321,2024-02-25 00:00:00,High-Bill,Critical,Closed,Zone-D-East,2024-02-25 08:03:11,8.1,Pending
COMP-00179,CUST-01321,2024-02-25 00:00:00,Low-Pressure,High,Closed,Station-06-Airport,2024-02-26 23:45:39,47.8,Pending
COMP-00595,CUST-03530,2024-02-25 00:00:00,High-Bill,Medium,Closed,Zone-G-Coastal,2024-02-27 16:10:19,64.2,Yes
COMP-00834,CUST-02417,2024-02-25 00:00:00,Low-Pressure,Low,Resolved,Zone-H-Hills,2024-03-04 15:42:44,207.7,Yes
COMP-01353,CUST-00803,2024-02-25 00:00:00,Connection-Request,Medium,Closed,Station-06-Airport,2024-02-27 21:14:07,69.2,No
COMP-00023,CUST-04170,2024-02-26 00:00:00,High-Bill,High,Closed,Station-09-Mall,2024-02-27 20:04:57,44.1,No
COMP-00118,CUST-04551,2024-02-26 00:00:00,Other,Medium,Closed,Zone-H-Hills,2024-02-29 19:36:32,91.6,Pending
COMP-00169,CUST-03530,2024-02-26 00:00:00,High-Bill,Medium,Closed,Station-12-Suburb-West,2024-02-28 17:55:36,65.9,Pending
COMP-00217,CUST-01765,2024-02-26 00:00:00,High-Bill,Critical,Resolved,Zone-F-Industrial,2024-02-26 06:41:59,6.7,Pending
COMP-00445,CUST-01934,2024-02-26 00:00:00,High-Bill,Medium,Resolved,Station-04-Residential-South,2024-03-01 01:56:33,97.9,Pending
COMP-01004,CUST-00100,2024-02-26 00:00:00,Water-Quality,High,In-Progress,Station-12-Suburb-West,,,
COMP-01045,CUST-03643,2024-02-26 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-03-01 17:10:23,113.2,No
COMP-00090,CUST-00682,2024-02-27 00:00:00,Customer-Service,Critical,Closed,Station-03-Residential-North,2024-02-27 08:16:19,8.3,Yes
COMP-00262,CUST-00622,2024-02-27 00:00:00,Leak-Reported,High,Closed,Station-07-Hospital,2024-02-27 05:27:51,5.5,Pending
COMP-01226,CUST-04338,2024-02-27 00:00:00,Meter-Issue,High,Closed,Station-03-Residential-North,2024-02-27 08:13:05,8.2,Pending
COMP-01246,CUST-00175,2024-02-27 00:00:00,High-Bill,High,Resolved,Station-11-Suburb-East,2024-02-28 06:42:06,30.7,No
COMP-01595,CUST-00716,2024-02-27 00:00:00,Connection-Request,Low,In-Progress,Station-03-Residential-North,,,
COMP-01829,CUST-00153,2024-02-27 00:00:00,Water-Quality,High,Closed,Station-12-Suburb-West,2024-02-27 18:10:11,18.2,Pending
COMP-01846,CUST-04561,2024-02-27 00:00:00,Other,Medium,Closed,Zone-F-Industrial,2024-02-28 22:33:07,46.6,No
COMP-00039,CUST-02042,2024-02-28 00:00:00,Low-Pressure,Medium,Closed,Station-03-Residential-North,2024-03-02 22:25:11,94.4,Yes
COMP-00088,CUST-01056,2024-02-28 00:00:00,High-Bill,Medium,Closed,Zone-D-East,2024-03-01 04:51:52,52.9,No
COMP-00224,CUST-03396,2024-02-28 00:00:00,Water-Quality,Medium,In-Progress,Zone-F-Industrial,,,
COMP-00426,CUST-02333,2024-02-28 00:00:00,Other,High,Closed,Station-12-Suburb-West,2024-02-28 16:06:07,16.1,Yes
COMP-00482,CUST-00283,2024-02-28 00:00:00,High-Bill,Low,Closed,Zone-E-West,2024-03-02 21:56:56,93.9,No
COMP-00736,CUST-00298,2024-02-28 00:00:00,Low-Pressure,High,In-Progress,Zone-H-Hills,,,
COMP-01055,CUST-00495,2024-02-28 00:00:00,High-Bill,Critical,Resolved,Station-10-Port,2024-02-28 11:39:29,11.7,Pending
COMP-01540,CUST-00219,2024-02-28 00:00:00,High-Bill,High,Resolved,Zone-D-East,2024-02-29 03:14:57,27.2,No
COMP-01592,CUST-03567,2024-02-28 00:00:00,High-Bill,High,Closed,Station-11-Suburb-East,2024-02-29 07:06:26,31.1,Yes
COMP-01893,CUST-00166,2024-02-28 00:00:00,Low-Pressure,Medium,Resolved,Zone-D-East,2024-03-03 12:51:30,108.9,No
COMP-00481,CUST-00473,2024-02-29 00:00:00,Service-Interruption,Critical,Closed,Station-08-University,2024-02-29 10:36:45,10.6,No
COMP-00589,CUST-00110,2024-02-29 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-03-02 12:25:37,60.4,No
COMP-00843,CUST-01318,2024-02-29 00:00:00,Service-Interruption,Critical,Open,Zone-A-Downtown,,,
COMP-00874,CUST-03160,2024-02-29 00:00:00,High-Bill,High,Closed,Station-09-Mall,2024-02-29 10:43:16,10.7,Yes
COMP-00875,CUST-02849,2024-02-29 00:00:00,High-Bill,High,Closed,Station-07-Hospital,2024-02-29 18:32:23,18.5,No
COMP-01083,CUST-03399,2024-02-29 00:00:00,Billing-Error,Medium,Closed,Zone-D-East,2024-03-01 12:24:24,36.4,Pending
COMP-01125,CUST-04910,2024-02-29 00:00:00,Leak-Reported,High,Closed,Zone-A-Downtown,2024-02-29 04:29:59,4.5,Yes
COMP-01294,CUST-03019,2024-02-29 00:00:00,High-Bill,Medium,Closed,Station-11-Suburb-East,2024-03-02 03:30:01,51.5,Pending
COMP-01417,CUST-04257,2024-02-29 00:00:00,Water-Quality,High,Resolved,Zone-G-Coastal,2024-02-29 22:00:59,22.0,Yes
COMP-01479,CUST-01049,2024-02-29 00:00:00,Water-Quality,Critical,Closed,Station-01-Downtown,2024-02-29 10:12:29,10.2,No
COMP-01698,CUST-00002,2024-02-29 00:00:00,Connection-Request,Low,Closed,Station-01-Downtown,2024-03-02 15:01:31,63.0,No
COMP-01712,CUST-00270,2024-02-29 00:00:00,Other,Medium,Closed,Station-01-Downtown,2024-03-04 08:03:53,104.1,Pending
COMP-01987,CUST-02954,2024-02-29 00:00:00,Service-Interruption,Critical,Closed,Station-04-Residential-South,2024-02-29 08:06:42,8.1,No
COMP-00005,CUST-01190,2024-03-01 00:00:00,Billing-Error,Low,Closed,Station-03-Residential-North,2024-03-08 12:54:25,180.9,Pending
COMP-00280,CUST-03640,2024-03-01 00:00:00,Leak-Reported,Medium,Closed,Station-04-Residential-South,2024-03-04 21:45:26,93.8,Yes
COMP-00415,CUST-00134,2024-03-01 00:00:00,High-Bill,High,Closed,Station-08-University,2024-03-01 20:50:30,20.8,No
COMP-00554,CUST-00288,2024-03-01 00:00:00,High-Bill,Medium,In-Progress,Station-05-Coastal,,,
COMP-01701,CUST-04254,2024-03-01 00:00:00,Water-Quality,High,Closed,Station-02-Industrial,2024-03-02 10:03:10,34.1,Pending
COMP-00220,CUST-04091,2024-03-02 00:00:00,Service-Interruption,Critical,Resolved,Zone-F-Industrial,2024-03-02 04:26:08,4.4,Pending
COMP-00447,CUST-02549,2024-03-02 00:00:00,Other,Low,Closed,Station-10-Port,2024-03-10 13:44:54,205.7,No
COMP-00672,CUST-02067,2024-03-02 00:00:00,High-Bill,Low,Closed,Station-06-Airport,2024-03-06 08:04:01,104.1,Pending
COMP-00877,CUST-03241,2024-03-02 00:00:00,Leak-Reported,High,Closed,Station-07-Hospital,2024-03-02 12:09:14,12.2,Yes
COMP-01329,CUST-04991,2024-03-02 00:00:00,Service-Interruption,High,Closed,Station-03-Residential-North,2024-03-02 19:32:08,19.5,No
COMP-01344,CUST-00855,2024-03-02 00:00:00,High-Bill,High,In-Progress,Station-06-Airport,,,
COMP-01631,CUST-03550,2024-03-02 00:00:00,Connection-Request,High,Closed,Station-12-Suburb-West,2024-03-03 20:01:45,44.0,Pending
COMP-01684,CUST-02862,2024-03-02 00:00:00,High-Bill,High,Closed,Station-10-Port,2024-03-03 13:07:43,37.1,Pending
COMP-01844,CUST-01542,2024-03-02 00:00:00,Billing-Error,High,Closed,Station-09-Mall,2024-03-02 06:33:45,6.6,Yes
COMP-00110,CUST-03945,2024-03-03 00:00:00,High-Bill,Medium,Resolved,Station-09-Mall,2024-03-05 01:31:08,49.5,No
COMP-00211,CUST-01336,2024-03-03 00:00:00,Low-Pressure,High,Closed,Zone-D-East,2024-03-04 12:06:22,36.1,Yes
COMP-01198,CUST-03783,2024-03-03 00:00:00,Water-Quality,High,Closed,Zone-G-Coastal,2024-03-04 13:42:24,37.7,No
COMP-01567,CUST-04846,2024-03-03 00:00:00,Low-Pressure,Low,Closed,Station-05-Coastal,2024-03-09 08:19:59,152.3,Yes
COMP-01874,CUST-01706,2024-03-03 00:00:00,Service-Interruption,Medium,Open,Zone-C-South,,,
COMP-00204,CUST-00730,2024-03-04 00:00:00,High-Bill,High,Closed,Station-07-Hospital,2024-03-05 14:03:01,38.1,No
COMP-00566,CUST-03459,2024-03-04 00:00:00,High-Bill,Medium,Closed,Zone-D-East,2024-03-06 06:01:03,54.0,No
COMP-00598,CUST-03282,2024-03-04 00:00:00,Low-Pressure,High,Resolved,Zone-H-Hills,2024-03-05 19:22:31,43.4,Pending
COMP-00646,CUST-03921,2024-03-04 00:00:00,Meter-Issue,Low,Closed,Station-01-Downtown,2024-03-09 17:23:16,137.4,No
COMP-00852,CUST-03017,2024-03-04 00:00:00,Connection-Request,Low,In-Progress,Zone-A-Downtown,,,
COMP-01110,CUST-00002,2024-03-04 00:00:00,Water-Quality,Medium,Closed,Station-11-Suburb-East,2024-03-08 03:21:09,99.4,Pending
COMP-01316,CUST-00507,2024-03-04 00:00:00,High-Bill,Critical,Resolved,Station-05-Coastal,2024-03-04 01:04:10,1.1,Yes
COMP-01735,CUST-03027,2024-03-04 00:00:00,High-Bill,Medium,Closed,Station-09-Mall,2024-03-05 12:35:41,36.6,Yes
COMP-01078,CUST-03198,2024-03-05 00:00:00,Water-Quality,High,Closed,Station-01-Downtown,2024-03-06 06:59:58,31.0,No
COMP-01199,CUST-03219,2024-03-05 00:00:00,Low-Pressure,Low,Closed,Zone-H-Hills,2024-03-10 22:32:20,142.5,Pending
COMP-00471,CUST-01102,2024-03-06 00:00:00,Water-Quality,High,Closed,Station-12-Suburb-West,2024-03-06 05:41:22,5.7,Pending
COMP-00821,CUST-03368,2024-03-06 00:00:00,Water-Quality,Medium,Closed,Station-02-Industrial,2024-03-09 03:13:53,75.2,No
COMP-01101,CUST-02541,2024-03-06 00:00:00,Connection-Request,Medium,Closed,Station-10-Port,2024-03-09 02:36:24,74.6,Yes
COMP-01435,CUST-02701,2024-03-06 00:00:00,Water-Quality,High,Closed,Station-10-Port,2024-03-07 12:53:02,36.9,Pending
COMP-01463,CUST-02622,2024-03-06 00:00:00,Low-Pressure,High,Closed,Station-03-Residential-North,2024-03-07 22:28:30,46.5,No
COMP-01875,CUST-02563,2024-03-06 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-03-07 15:56:31,39.9,Pending
COMP-01994,CUST-01422,2024-03-06 00:00:00,Leak-Reported,Medium,Resolved,Station-11-Suburb-East,2024-03-09 16:27:56,88.5,Yes
COMP-00231,CUST-04673,2024-03-07 00:00:00,Meter-Issue,High,Closed,Station-09-Mall,2024-03-08 14:02:14,38.0,Pending
COMP-00997,CUST-03069,2024-03-07 00:00:00,Low-Pressure,High,Closed,Station-10-Port,2024-03-07 06:12:10,6.2,Yes
COMP-01049,CUST-03926,2024-03-07 00:00:00,High-Bill,High,Closed,Zone-C-South,2024-03-07 22:13:00,22.2,No
COMP-01369,CUST-01066,2024-03-07 00:00:00,Connection-Request,Low,Resolved,Station-08-University,2024-03-14 06:23:55,174.4,No
COMP-01863,CUST-00992,2024-03-07 00:00:00,Low-Pressure,Medium,Closed,Zone-H-Hills,2024-03-09 05:39:45,53.7,No
COMP-00774,CUST-01149,2024-03-08 00:00:00,Service-Interruption,High,Closed,Station-06-Airport,2024-03-08 17:08:47,17.1,No
COMP-00031,CUST-02849,2024-03-09 00:00:00,Connection-Request,Medium,Closed,Zone-D-East,2024-03-10 21:42:19,45.7,Pending
COMP-00083,CUST-02709,2024-03-09 00:00:00,Service-Interruption,Medium,Closed,Station-12-Suburb-West,2024-03-10 19:21:07,43.4,Yes
COMP-00111,CUST-00852,2024-03-09 00:00:00,Low-Pressure,Medium,Closed,Zone-G-Coastal,2024-03-13 04:57:56,101.0,No
COMP-00437,CUST-02974,2024-03-09 00:00:00,Customer-Service,Low,Closed,Station-06-Airport,2024-03-16 11:40:16,179.7,Pending
COMP-01764,CUST-01215,2024-03-09 00:00:00,Connection-Request,Critical,Closed,Station-03-Residential-North,2024-03-09 10:33:12,10.6,No
COMP-01977,CUST-01647,2024-03-09 00:00:00,Billing-Error,Medium,Closed,Station-07-Hospital,2024-03-11 17:56:40,65.9,Yes
COMP-00113,CUST-02195,2024-03-10 00:00:00,Connection-Request,Medium,Closed,Station-01-Downtown,2024-03-14 03:07:11,99.1,Yes
COMP-00146,CUST-02613,2024-03-10 00:00:00,Other,Low,Closed,Station-01-Downtown,2024-03-18 11:25:11,203.4,Yes
COMP-00303,CUST-03239,2024-03-10 00:00:00,Water-Quality,Critical,Closed,Zone-E-West,2024-03-10 01:35:45,1.6,Yes
COMP-00380,CUST-00828,2024-03-10 00:00:00,Service-Interruption,Critical,Closed,Station-10-Port,2024-03-10 03:22:02,3.4,Pending
COMP-01432,CUST-04463,2024-03-10 00:00:00,Water-Quality,Critical,Closed,Station-04-Residential-South,2024-03-10 03:56:42,3.9,Pending
COMP-01462,CUST-04614,2024-03-10 00:00:00,Customer-Service,High,Closed,Station-06-Airport,2024-03-10 20:17:40,20.3,Yes
COMP-01681,CUST-02179,2024-03-10 00:00:00,Water-Quality,Medium,Resolved,Station-11-Suburb-East,2024-03-12 16:12:22,64.2,Pending
COMP-01861,CUST-00335,2024-03-10 00:00:00,Leak-Reported,Medium,Closed,Zone-H-Hills,2024-03-12 19:34:16,67.6,Yes
COMP-01983,CUST-02083,2024-03-10 00:00:00,High-Bill,Low,Closed,Station-02-Industrial,2024-03-12 23:34:42,71.6,Pending
COMP-00367,CUST-03319,2024-03-11 00:00:00,Leak-Reported,Medium,In-Progress,Station-04-Residential-South,,,
COMP-00867,CUST-01052,2024-03-11 00:00:00,High-Bill,Low,In-Progress,Zone-D-East,,,
COMP-01407,CUST-03562,2024-03-11 00:00:00,Customer-Service,Low,Closed,Station-02-Industrial,2024-03-18 18:28:06,186.5,Yes
COMP-01778,CUST-00569,2024-03-11 00:00:00,Customer-Service,Medium,Resolved,Station-11-Suburb-East,2024-03-13 19:04:05,67.1,Pending
COMP-01865,CUST-02550,2024-03-11 00:00:00,Low-Pressure,Medium,Closed,Station-03-Residential-North,2024-03-13 22:06:19,70.1,No
COMP-00513,CUST-03986,2024-03-12 00:00:00,High-Bill,High,Resolved,Zone-E-West,2024-03-13 00:12:37,24.2,No
COMP-00585,CUST-03592,2024-03-12 00:00:00,Water-Quality,High,Closed,Station-02-Industrial,2024-03-13 08:05:51,32.1,Pending
COMP-00846,CUST-04602,2024-03-12 00:00:00,Water-Quality,High,Resolved,Station-02-Industrial,2024-03-13 00:37:17,24.6,Yes
COMP-01528,CUST-04399,2024-03-12 00:00:00,Service-Interruption,Critical,Closed,Zone-A-Downtown,2024-03-12 09:19:14,9.3,Pending
COMP-00021,CUST-02072,2024-03-13 00:00:00,Customer-Service,Low,Closed,Zone-C-South,2024-03-20 15:22:13,183.4,Yes
COMP-00029,CUST-02354,2024-03-13 00:00:00,Water-Quality,Critical,Closed,Station-12-Suburb-West,2024-03-13 11:43:37,11.7,No
COMP-00193,CUST-02471,2024-03-13 00:00:00,High-Bill,High,Resolved,Station-02-Industrial,2024-03-14 19:15:33,43.3,Pending
COMP-00261,CUST-00836,2024-03-13 00:00:00,High-Bill,High,Resolved,Station-07-Hospital,2024-03-14 11:04:57,35.1,No
COMP-00272,CUST-04605,2024-03-13 00:00:00,Water-Quality,Critical,Closed,Station-12-Suburb-West,2024-03-13 07:49:20,7.8,Pending
COMP-00458,CUST-03154,2024-03-13 00:00:00,Water-Quality,High,Open,Station-05-Coastal,,,
COMP-00827,CUST-01595,2024-03-13 00:00:00,Meter-Issue,Low,Closed,Station-04-Residential-South,2024-03-15 14:23:36,62.4,Pending
COMP-01312,CUST-03943,2024-03-13 00:00:00,Connection-Request,Medium,Closed,Station-02-Industrial,2024-03-16 04:56:52,76.9,Yes
COMP-01426,CUST-04942,2024-03-13 00:00:00,Leak-Reported,Medium,Resolved,Zone-C-South,2024-03-14 17:51:29,41.9,Yes
COMP-01880,CUST-04586,2024-03-13 00:00:00,Service-Interruption,Critical,Closed,Zone-A-Downtown,2024-03-13 08:06:52,8.1,Pending
COMP-00483,CUST-03248,2024-03-14 00:00:00,Service-Interruption,High,Closed,Station-06-Airport,2024-03-15 17:08:17,41.1,Yes
COMP-00989,CUST-00691,2024-03-14 00:00:00,Leak-Reported,Medium,Open,Station-05-Coastal,,,
COMP-01163,CUST-04043,2024-03-14 00:00:00,Connection-Request,Critical,Resolved,Zone-B-North,2024-03-14 08:22:47,8.4,Pending
COMP-01169,CUST-02234,2024-03-14 00:00:00,Low-Pressure,High,Resolved,Zone-H-Hills,2024-03-15 05:52:39,29.9,Pending
COMP-01296,CUST-04289,2024-03-14 00:00:00,Billing-Error,Medium,Resolved,Zone-C-South,2024-03-17 19:25:24,91.4,Yes
COMP-01703,CUST-01234,2024-03-14 00:00:00,Low-Pressure,High,Resolved,Zone-H-Hills,2024-03-15 05:24:09,29.4,Yes
COMP-01918,CUST-02657,2024-03-14 00:00:00,Connection-Request,Critical,Closed,Station-06-Airport,2024-03-14 08:55:54,8.9,Yes
COMP-00172,CUST-04578,2024-03-15 00:00:00,Connection-Request,Low,Closed,Station-07-Hospital,2024-03-21 16:32:04,160.5,Yes
COMP-00533,CUST-03699,2024-03-15 00:00:00,High-Bill,Low,Closed,Station-04-Residential-South,2024-03-23 12:41:40,204.7,No
