⚠️ File truncated for preview (showing first 0.5MB of 2.5MB)
────────────────────────────────────────────────────────────

customer_id,customer_type,billing_date,billing_period,consumption_gallons,bill_amount_usd,payment_status,rate_per_1000_gal
CUST-00223,Residential,2024-03-13,2024-03,5468.0,28.67,Paid,2.5
CUST-00223,Residential,2024-04-06,2024-04,7198.0,32.99,Paid,2.5
CUST-00223,Residential,2024-05-12,2024-05,5331.0,28.33,Pending,2.5
CUST-00223,Residential,2024-06-11,2024-06,9409.0,38.52,Pending,2.5
CUST-00223,Residential,2024-07-05,2024-07,7105.0,32.76,Paid,2.5
CUST-00223,Residential,2024-08-28,2024-08,6975.0,32.44,Paid,2.5
CUST-00224,Residential,2024-01-26,2024-01,4236.0,25.59,Paid,2.5
CUST-00224,Residential,2024-02-26,2024-02,3495.0,23.74,Pending,2.5
CUST-00224,Residential,2024-03-19,2024-03,3731.0,24.33,Paid,2.5
CUST-00224,Residential,2024-04-14,2024-04,3438.0,23.59,Paid,2.5
CUST-00224,Residential,2024-05-12,2024-05,4925.0,27.31,Overdue,2.5
CUST-00224,Residential,2024-06-12,2024-06,7065.0,32.66,Pending,2.5
CUST-00224,Residential,2024-07-14,2024-07,4849.0,27.12,Paid,2.5
CUST-00224,Residential,2024-08-23,2024-08,6696.0,31.74,Pending,2.5
CUST-00225,Commercial,2024-01-21,2024-01,18034.0,69.1,Paid,3.0
CUST-00225,Commercial,2024-02-11,2024-02,45436.0,151.31,Pending,3.0
CUST-00225,Commercial,2024-03-15,2024-03,46303.0,153.91,Paid,3.0
CUST-00225,Commercial,2024-04-11,2024-04,33691.0,116.07,Paid,3.0
CUST-00225,Commercial,2024-05-05,2024-05,49100.0,162.3,Paid,3.0
CUST-00225,Commercial,2024-06-03,2024-06,73263.0,234.79,Pending,3.0
CUST-00225,Commercial,2024-07-07,2024-07,57798.0,188.39,Pending,3.0
CUST-00225,Commercial,2024-08-16,2024-08,59453.0,193.36,Paid,3.0
CUST-00226,Residential,2024-01-11,2024-01,6527.0,31.32,Pending,2.5
CUST-00226,Residential,2024-02-01,2024-02,6134.0,30.33,Paid,2.5
CUST-00226,Residential,2024-03-01,2024-03,5998.0,30.0,Paid,2.5
CUST-00226,Residential,2024-04-28,2024-04,6048.0,30.12,Paid,2.5
CUST-00226,Residential,2024-05-15,2024-05,6194.0,30.48,Paid,2.5
CUST-00226,Residential,2024-06-04,2024-06,8580.0,36.45,Paid,2.5
CUST-00226,Residential,2024-07-02,2024-07,10312.0,40.78,Paid,2.5
CUST-00226,Residential,2024-08-20,2024-08,9492.0,38.73,Pending,2.5
CUST-00227,Commercial,2024-01-27,2024-01,27329.0,96.99,Overdue,3.0
CUST-00227,Commercial,2024-02-06,2024-02,30556.0,106.67,Paid,3.0
CUST-00227,Commercial,2024-03-27,2024-03,30302.0,105.91,Paid,3.0
CUST-00227,Commercial,2024-04-18,2024-04,27023.0,96.07,Pending,3.0
CUST-00227,Commercial,2024-05-23,2024-05,28998.0,102.0,Paid,3.0
CUST-00227,Commercial,2024-06-17,2024-06,45003.0,150.01,Overdue,3.0
CUST-00227,Commercial,2024-07-24,2024-07,37491.0,127.47,Paid,3.0
CUST-00227,Commercial,2024-08-21,2024-08,38134.0,129.4,Paid,3.0
CUST-00228,Residential,2024-01-05,2024-01,4290.0,25.73,Paid,2.5
CUST-00228,Residential,2024-02-21,2024-02,3167.0,22.92,Paid,2.5
CUST-00228,Residential,2024-03-01,2024-03,630.0,16.58,Paid,2.5
CUST-00228,Residential,2024-04-09,2024-04,3873.0,24.68,Paid,2.5
CUST-00228,Residential,2024-05-22,2024-05,4031.0,25.08,Paid,2.5
CUST-00228,Residential,2024-06-05,2024-06,4686.0,26.71,Paid,2.5
CUST-00228,Residential,2024-07-10,2024-07,4882.0,27.2,Paid,2.5
CUST-00228,Residential,2024-08-19,2024-08,5891.0,29.73,Paid,2.5
CUST-00229,Residential,2024-01-24,2024-01,12220.0,45.55,Paid,2.5
CUST-00229,Residential,2024-02-19,2024-02,11664.0,44.16,Pending,2.5
CUST-00229,Residential,2024-03-14,2024-03,12710.0,46.77,Pending,2.5
CUST-00229,Residential,2024-04-27,2024-04,10626.0,41.57,Paid,2.5
CUST-00229,Residential,2024-05-02,2024-05,11650.0,44.13,Paid,2.5
CUST-00229,Residential,2024-06-15,2024-06,18826.0,62.07,Paid,2.5
CUST-00229,Residential,2024-07-18,2024-07,14810.0,52.02,Paid,2.5
CUST-00229,Residential,2024-08-18,2024-08,19019.0,62.55,Paid,2.5
CUST-00230,Commercial,2024-01-08,2024-01,23251.0,84.75,Paid,3.0
CUST-00230,Commercial,2024-02-11,2024-02,19766.0,74.3,Paid,3.0
CUST-00230,Commercial,2024-03-15,2024-03,19394.0,73.18,Paid,3.0
CUST-00230,Commercial,2024-04-20,2024-04,25573.0,91.72,Overdue,3.0
CUST-00230,Commercial,2024-05-28,2024-05,27176.0,96.53,Paid,3.0
CUST-00230,Commercial,2024-06-09,2024-06,32552.0,112.66,Paid,3.0
CUST-00230,Commercial,2024-07-25,2024-07,35745.0,122.24,Paid,3.0
CUST-00230,Commercial,2024-08-20,2024-08,37392.0,127.18,Pending,3.0
CUST-00231,Residential,2024-01-12,2024-01,9767.0,39.42,Paid,2.5
CUST-00231,Residential,2024-02-10,2024-02,9212.0,38.03,Overdue,2.5
CUST-00231,Residential,2024-03-21,2024-03,9201.0,38.0,Paid,2.5
CUST-00231,Residential,2024-04-11,2024-04,9685.0,39.21,Paid,2.5
CUST-00231,Residential,2024-05-08,2024-05,37782.0,109.46,Paid,2.5
CUST-00231,Residential,2024-06-26,2024-06,11554.0,43.89,Pending,2.5
CUST-00231,Residential,2024-07-06,2024-07,13216.0,48.04,Paid,2.5
CUST-00231,Residential,2024-08-02,2024-08,9469.0,38.67,Paid,2.5
CUST-00232,Residential,2024-01-21,2024-01,1322.0,18.31,Paid,2.5
CUST-00232,Residential,2024-02-05,2024-02,7962.0,34.91,Paid,2.5
CUST-00232,Residential,2024-03-04,2024-03,5775.0,29.44,Paid,2.5
CUST-00232,Residential,2024-04-27,2024-04,2306.0,20.76,Pending,2.5
CUST-00232,Residential,2024-05-07,2024-05,2777.0,21.94,Paid,2.5
CUST-00232,Residential,2024-06-16,2024-06,8714.0,36.78,Paid,2.5
CUST-00232,Residential,2024-07-20,2024-07,11129.0,42.82,Paid,2.5
CUST-00232,Residential,2024-08-28,2024-08,10207.0,40.52,Paid,2.5
CUST-00233,Residential,2024-01-05,2024-01,5481.0,28.7,Paid,2.5
CUST-00233,Residential,2024-02-26,2024-02,6446.0,31.11,Paid,2.5
CUST-00233,Residential,2024-03-27,2024-03,6282.0,30.71,Paid,2.5
CUST-00233,Residential,2024-04-27,2024-04,6884.0,32.21,Paid,2.5
CUST-00233,Residential,2024-05-08,2024-05,6527.0,31.32,Pending,2.5
CUST-00233,Residential,2024-06-14,2024-06,8289.0,35.72,Paid,2.5
CUST-00233,Residential,2024-07-06,2024-07,8578.0,36.44,Paid,2.5
CUST-00233,Residential,2024-08-02,2024-08,8394.0,35.98,Paid,2.5
CUST-00234,Commercial,2024-01-27,2024-01,44442.0,148.33,Paid,3.0
CUST-00234,Commercial,2024-02-02,2024-02,52377.0,172.13,Paid,3.0
CUST-00234,Commercial,2024-03-06,2024-03,53291.0,174.87,Paid,3.0
CUST-00234,Commercial,2024-04-20,2024-04,45656.0,151.97,Overdue,3.0
CUST-00234,Commercial,2024-05-21,2024-05,49062.0,162.19,Paid,3.0
CUST-00234,Commercial,2024-06-12,2024-06,62371.0,202.11,Paid,3.0
CUST-00234,Commercial,2024-07-02,2024-07,57717.0,188.15,Paid,3.0
CUST-00234,Commercial,2024-08-16,2024-08,69187.0,222.56,Paid,3.0
CUST-00235,Commercial,2024-01-21,2024-01,20159.0,75.48,Paid,3.0
CUST-00235,Commercial,2024-02-13,2024-02,25322.0,90.97,Paid,3.0
CUST-00235,Commercial,2024-03-08,2024-03,21264.0,78.79,Paid,3.0
CUST-00235,Commercial,2024-04-28,2024-04,30173.0,105.52,Paid,3.0
CUST-00235,Commercial,2024-05-27,2024-05,25537.0,91.61,Paid,3.0
CUST-00235,Commercial,2024-06-21,2024-06,38037.0,129.11,Paid,3.0
CUST-00235,Commercial,2024-07-26,2024-07,42546.0,142.64,Paid,3.0
CUST-00235,Commercial,2024-08-15,2024-08,38877.0,131.63,Pending,3.0
CUST-00236,Residential,2024-01-01,2024-01,6248.0,30.62,Overdue,2.5
CUST-00236,Residential,2024-02-11,2024-02,5612.0,29.03,Paid,2.5
CUST-00236,Residential,2024-03-16,2024-03,4925.0,27.31,Paid,2.5
CUST-00236,Residential,2024-04-09,2024-04,5133.0,27.83,Paid,2.5
CUST-00236,Residential,2024-05-03,2024-05,5598.0,28.99,Paid,2.5
CUST-00236,Residential,2024-06-05,2024-06,8634.0,36.59,Pending,2.5
CUST-00236,Residential,2024-07-13,2024-07,9598.0,39.0,Overdue,2.5
CUST-00236,Residential,2024-08-20,2024-08,6610.0,31.53,Paid,2.5
CUST-00237,Residential,2024-01-24,2024-01,4773.0,26.93,Paid,2.5
CUST-00237,Residential,2024-02-01,2024-02,5989.0,29.97,Paid,2.5
CUST-00237,Residential,2024-03-26,2024-03,5831.0,29.58,Paid,2.5
CUST-00237,Residential,2024-04-08,2024-04,6528.0,31.32,Paid,2.5
CUST-00237,Residential,2024-05-26,2024-05,5128.0,27.82,Paid,2.5
CUST-00237,Residential,2024-06-16,2024-06,10359.0,40.9,Paid,2.5
CUST-00237,Residential,2024-07-11,2024-07,2651.0,21.63,Paid,2.5
CUST-00237,Residential,2024-08-11,2024-08,9707.0,39.27,Paid,2.5
CUST-00238,Residential,2024-01-22,2024-01,4231.0,25.58,Paid,2.5
CUST-00238,Residential,2024-02-11,2024-02,10622.0,41.56,Paid,2.5
CUST-00238,Residential,2024-03-01,2024-03,12375.0,45.94,Paid,2.5
CUST-00238,Residential,2024-04-25,2024-04,30361.0,90.9,Paid,2.5
CUST-00238,Residential,2024-05-19,2024-05,11972.0,44.93,Paid,2.5
CUST-00238,Residential,2024-06-08,2024-06,17764.0,59.41,Pending,2.5
CUST-00238,Residential,2024-07-09,2024-07,16155.0,55.39,Paid,2.5
CUST-00238,Residential,2024-08-06,2024-08,13338.0,48.35,Paid,2.5
CUST-00239,Industrial,2024-01-28,2024-01,277003.0,790.61,Paid,2.8
CUST-00239,Industrial,2024-02-06,2024-02,349593.0,993.86,Paid,2.8
CUST-00239,Industrial,2024-03-14,2024-03,377793.0,1072.82,Paid,2.8
CUST-00239,Industrial,2024-04-24,2024-04,334931.0,952.81,Pending,2.8
CUST-00239,Industrial,2024-05-19,2024-05,351918.0,1000.37,Paid,2.8
CUST-00239,Industrial,2024-06-07,2024-06,374306.0,1063.06,Paid,2.8
CUST-00239,Industrial,2024-07-20,2024-07,437592.0,1240.26,Paid,2.8
CUST-00239,Industrial,2024-08-16,2024-08,382612.0,1086.31,Paid,2.8
CUST-00240,Residential,2024-01-07,2024-01,5311.0,28.28,Paid,2.5
CUST-00240,Residential,2024-02-02,2024-02,4829.0,27.07,Paid,2.5
CUST-00240,Residential,2024-03-24,2024-03,5630.0,29.08,Paid,2.5
CUST-00240,Residential,2024-04-01,2024-04,3900.0,24.75,Paid,2.5
CUST-00240,Residential,2024-05-19,2024-05,4644.0,26.61,Paid,2.5
CUST-00240,Residential,2024-06-05,2024-06,6330.0,30.83,Pending,2.5
CUST-00240,Residential,2024-07-10,2024-07,8175.0,35.44,Paid,2.5
CUST-00240,Residential,2024-08-12,2024-08,1530.0,18.83,Paid,2.5
CUST-00241,Residential,2024-01-23,2024-01,6066.0,30.16,Paid,2.5
CUST-00241,Residential,2024-02-21,2024-02,7389.0,33.47,Paid,2.5
CUST-00241,Residential,2024-03-09,2024-03,30670.0,91.68,Paid,2.5
CUST-00241,Residential,2024-04-02,2024-04,5806.0,29.52,Paid,2.5
CUST-00241,Residential,2024-05-19,2024-05,5736.0,29.34,Paid,2.5
CUST-00241,Residential,2024-06-24,2024-06,9905.0,39.76,Pending,2.5
CUST-00241,Residential,2024-07-09,2024-07,8093.0,35.23,Paid,2.5
CUST-00241,Residential,2024-08-20,2024-08,8155.0,35.39,Pending,2.5
CUST-00242,Residential,2024-01-20,2024-01,5105.0,27.76,Paid,2.5
CUST-00242,Residential,2024-02-15,2024-02,6247.0,30.62,Paid,2.5
CUST-00242,Residential,2024-03-05,2024-03,6008.0,30.02,Paid,2.5
CUST-00242,Residential,2024-04-03,2024-04,5594.0,28.98,Paid,2.5
CUST-00242,Residential,2024-05-18,2024-05,6158.0,30.39,Paid,2.5
CUST-00242,Residential,2024-06-14,2024-06,7527.0,33.82,Paid,2.5
CUST-00242,Residential,2024-07-04,2024-07,7001.0,32.5,Paid,2.5
CUST-00242,Residential,2024-08-12,2024-08,7062.0,32.66,Pending,2.5
CUST-00243,Residential,2024-01-26,2024-01,3303.0,23.26,Paid,2.5
CUST-00243,Residential,2024-02-18,2024-02,3785.0,24.46,Paid,2.5
CUST-00243,Residential,2024-03-07,2024-03,4051.0,25.13,Paid,2.5
CUST-00243,Residential,2024-04-03,2024-04,4087.0,25.22,Paid,2.5
CUST-00243,Residential,2024-05-12,2024-05,3801.0,24.5,Paid,2.5
CUST-00243,Residential,2024-06-03,2024-06,5948.0,29.87,Paid,2.5
CUST-00243,Residential,2024-07-01,2024-07,4964.0,27.41,Pending,2.5
CUST-00243,Residential,2024-08-14,2024-08,5988.0,29.97,Paid,2.5
CUST-00244,Residential,2024-01-28,2024-01,9484.0,38.71,Paid,2.5
CUST-00244,Residential,2024-02-05,2024-02,10965.0,42.41,Paid,2.5
CUST-00244,Residential,2024-03-07,2024-03,13214.0,48.03,Paid,2.5
CUST-00244,Residential,2024-04-05,2024-04,6018.0,30.05,Paid,2.5
CUST-00244,Residential,2024-05-27,2024-05,12597.0,46.49,Paid,2.5
CUST-00244,Residential,2024-06-06,2024-06,4963.0,27.41,Paid,2.5
CUST-00244,Residential,2024-07-20,2024-07,20165.0,65.41,Paid,2.5
CUST-00244,Residential,2024-08-16,2024-08,15931.0,54.83,Paid,2.5
CUST-00245,Residential,2024-01-25,2024-01,4578.0,26.44,Paid,2.5
CUST-00245,Residential,2024-02-20,2024-02,1637.0,19.09,Paid,2.5
CUST-00245,Residential,2024-03-06,2024-03,3812.0,24.53,Paid,2.5
CUST-00245,Residential,2024-04-20,2024-04,4642.0,26.61,Paid,2.5
CUST-00245,Residential,2024-05-17,2024-05,4885.0,27.21,Pending,2.5
CUST-00245,Residential,2024-06-06,2024-06,5972.0,29.93,Pending,2.5
CUST-00245,Residential,2024-07-02,2024-07,5043.0,27.61,Paid,2.5
CUST-00245,Residential,2024-08-09,2024-08,5522.0,28.81,Paid,2.5
CUST-00246,Residential,2024-01-16,2024-01,8741.0,36.85,Paid,2.5
CUST-00246,Residential,2024-02-17,2024-02,10730.0,41.82,Paid,2.5
CUST-00246,Residential,2024-03-10,2024-03,10970.0,42.43,Paid,2.5
CUST-00246,Residential,2024-04-13,2024-04,8733.0,36.83,Paid,2.5
CUST-00246,Residential,2024-05-20,2024-05,10387.0,40.97,Paid,2.5
CUST-00246,Residential,2024-06-01,2024-06,13303.0,48.26,Paid,2.5
CUST-00246,Residential,2024-07-19,2024-07,16004.0,55.01,Overdue,2.5
CUST-00246,Residential,2024-08-11,2024-08,17144.0,57.86,Paid,2.5
CUST-00247,Residential,2024-01-23,2024-01,7039.0,32.6,Paid,2.5
CUST-00247,Residential,2024-02-25,2024-02,2359.0,20.9,Paid,2.5
CUST-00247,Residential,2024-03-27,2024-03,7243.0,33.11,Paid,2.5
CUST-00247,Residential,2024-04-17,2024-04,8635.0,36.59,Paid,2.5
CUST-00247,Residential,2024-05-15,2024-05,6477.0,31.19,Paid,2.5
CUST-00247,Residential,2024-06-26,2024-06,10340.0,40.85,Paid,2.5
CUST-00247,Residential,2024-07-19,2024-07,8886.0,37.22,Paid,2.5
CUST-00247,Residential,2024-08-11,2024-08,10945.0,42.36,Paid,2.5
CUST-00248,Residential,2024-01-12,2024-01,3775.0,24.44,Paid,2.5
CUST-00248,Residential,2024-02-05,2024-02,3148.0,22.87,Paid,2.5
CUST-00248,Residential,2024-03-25,2024-03,3617.0,24.04,Paid,2.5
CUST-00248,Residential,2024-04-13,2024-04,8732.0,36.83,Paid,2.5
CUST-00248,Residential,2024-05-22,2024-05,3678.0,24.19,Paid,2.5
CUST-00248,Residential,2024-06-26,2024-06,5663.0,29.16,Paid,2.5
CUST-00248,Residential,2024-07-06,2024-07,4768.0,26.92,Paid,2.5
CUST-00248,Residential,2024-08-20,2024-08,4601.0,26.5,Pending,2.5
CUST-00249,Residential,2024-01-26,2024-01,3276.0,23.19,Paid,2.5
CUST-00249,Residential,2024-02-17,2024-02,2751.0,21.88,Paid,2.5
CUST-00249,Residential,2024-03-24,2024-03,3061.0,22.65,Paid,2.5
CUST-00249,Residential,2024-04-10,2024-04,761.0,16.9,Paid,2.5
CUST-00249,Residential,2024-05-17,2024-05,3376.0,23.44,Pending,2.5
CUST-00249,Residential,2024-06-15,2024-06,5268.0,28.17,Paid,2.5
CUST-00249,Residential,2024-07-22,2024-07,4833.0,27.08,Paid,2.5
CUST-00249,Residential,2024-08-06,2024-08,4396.0,25.99,Paid,2.5
CUST-00250,Commercial,2024-01-07,2024-01,35713.0,122.14,Paid,3.0
CUST-00250,Commercial,2024-02-24,2024-02,50418.0,166.25,Pending,3.0
CUST-00250,Commercial,2024-03-12,2024-03,43206.0,144.62,Paid,3.0
CUST-00250,Commercial,2024-04-19,2024-04,47734.0,158.2,Pending,3.0
CUST-00250,Commercial,2024-05-07,2024-05,42500.0,142.5,Pending,3.0
CUST-00250,Commercial,2024-06-28,2024-06,63917.0,206.75,Paid,3.0
CUST-00250,Commercial,2024-07-24,2024-07,54725.0,179.17,Paid,3.0
CUST-00250,Commercial,2024-08-13,2024-08,64672.0,209.01,Paid,3.0
CUST-00251,Commercial,2024-01-17,2024-01,32977.0,113.93,Pending,3.0
CUST-00251,Commercial,2024-02-01,2024-02,30650.0,106.95,Overdue,3.0
CUST-00251,Commercial,2024-03-23,2024-03,40535.0,136.61,Paid,3.0
CUST-00251,Commercial,2024-04-26,2024-04,30226.0,105.68,Paid,3.0
CUST-00251,Commercial,2024-05-12,2024-05,7593.0,37.78,Paid,3.0
CUST-00251,Commercial,2024-06-19,2024-06,58770.0,191.31,Paid,3.0
CUST-00251,Commercial,2024-07-16,2024-07,51179.0,168.54,Paid,3.0
CUST-00251,Commercial,2024-08-12,2024-08,48027.0,159.08,Paid,3.0
CUST-00252,Residential,2024-01-28,2024-01,12005.0,45.01,Paid,2.5
CUST-00252,Residential,2024-02-11,2024-02,10034.0,40.08,Paid,2.5
CUST-00252,Residential,2024-03-23,2024-03,11286.0,43.22,Paid,2.5
CUST-00252,Residential,2024-04-15,2024-04,9448.0,38.62,Overdue,2.5
CUST-00252,Residential,2024-05-14,2024-05,11518.0,43.8,Paid,2.5
CUST-00252,Residential,2024-06-13,2024-06,18801.0,62.0,Paid,2.5
CUST-00252,Residential,2024-07-16,2024-07,13691.0,49.23,Paid,2.5
CUST-00252,Residential,2024-08-06,2024-08,16294.0,55.73,Paid,2.5
CUST-00253,Commercial,2024-01-07,2024-01,32262.0,111.79,Paid,3.0
CUST-00253,Commercial,2024-02-19,2024-02,41073.0,138.22,Paid,3.0
CUST-00253,Commercial,2024-03-18,2024-03,32624.0,112.87,Pending,3.0
CUST-00253,Commercial,2024-04-18,2024-04,31611.0,109.83,Paid,3.0
CUST-00253,Commercial,2024-05-25,2024-05,32476.0,112.43,Paid,3.0
CUST-00253,Commercial,2024-06-15,2024-06,53884.0,176.65,Paid,3.0
CUST-00253,Commercial,2024-07-09,2024-07,50052.0,165.16,Paid,3.0
CUST-00253,Commercial,2024-08-02,2024-08,46762.0,155.29,Paid,3.0
CUST-00254,Residential,2024-01-01,2024-01,2386.0,20.97,Paid,2.5
CUST-00254,Residential,2024-02-07,2024-02,7015.0,32.54,Paid,2.5
CUST-00254,Residential,2024-03-08,2024-03,6240.0,30.6,Paid,2.5
CUST-00254,Residential,2024-04-22,2024-04,6474.0,31.18,Paid,2.5
CUST-00254,Residential,2024-05-12,2024-05,8086.0,35.22,Paid,2.5
CUST-00254,Residential,2024-06-27,2024-06,8151.0,35.38,Paid,2.5
CUST-00254,Residential,2024-07-18,2024-07,11110.0,42.78,Paid,2.5
CUST-00254,Residential,2024-08-13,2024-08,9691.0,39.23,Pending,2.5
CUST-00255,Residential,2024-01-23,2024-01,4244.0,25.61,Paid,2.5
CUST-00255,Residential,2024-02-11,2024-02,3548.0,23.87,Paid,2.5
CUST-00255,Residential,2024-03-05,2024-03,5000.0,27.5,Paid,2.5
CUST-00255,Residential,2024-04-18,2024-04,3786.0,24.47,Paid,2.5
CUST-00255,Residential,2024-05-28,2024-05,4294.0,25.74,Paid,2.5
CUST-00255,Residential,2024-06-04,2024-06,7406.0,33.51,Paid,2.5
CUST-00255,Residential,2024-07-11,2024-07,2272.0,20.68,Paid,2.5
CUST-00255,Residential,2024-08-10,2024-08,7292.0,33.23,Paid,2.5
CUST-00256,Residential,2024-01-21,2024-01,5519.0,28.8,Paid,2.5
CUST-00256,Residential,2024-02-17,2024-02,5256.0,28.14,Paid,2.5
CUST-00256,Residential,2024-03-10,2024-03,3828.0,24.57,Paid,2.5
CUST-00256,Residential,2024-04-12,2024-04,4037.0,25.09,Paid,2.5
CUST-00256,Residential,2024-05-07,2024-05,4863.0,27.16,Paid,2.5
CUST-00256,Residential,2024-06-14,2024-06,6924.0,32.31,Paid,2.5
CUST-00256,Residential,2024-07-21,2024-07,8242.0,35.6,Paid,2.5
CUST-00256,Residential,2024-08-01,2024-08,7966.0,34.92,Paid,2.5
CUST-00257,Residential,2024-01-03,2024-01,3040.0,22.6,Paid,2.5
CUST-00257,Residential,2024-02-02,2024-02,2993.0,22.48,Paid,2.5
CUST-00257,Residential,2024-03-15,2024-03,914.0,17.28,Pending,2.5
CUST-00257,Residential,2024-04-20,2024-04,2691.0,21.73,Paid,2.5
CUST-00257,Residential,2024-05-26,2024-05,3445.0,23.61,Paid,2.5
CUST-00257,Residential,2024-06-23,2024-06,5029.0,27.57,Paid,2.5
CUST-00257,Residential,2024-07-25,2024-07,3937.0,24.84,Paid,2.5
CUST-00257,Residential,2024-08-13,2024-08,4071.0,25.18,Paid,2.5
CUST-00258,Residential,2024-01-28,2024-01,11029.0,42.57,Paid,2.5
CUST-00258,Residential,2024-02-08,2024-02,9677.0,39.19,Paid,2.5
CUST-00258,Residential,2024-03-23,2024-03,11418.0,43.55,Paid,2.5
CUST-00258,Residential,2024-04-26,2024-04,11372.0,43.43,Paid,2.5
CUST-00258,Residential,2024-05-08,2024-05,9866.0,39.67,Paid,2.5
CUST-00258,Residential,2024-06-05,2024-06,19278.0,63.2,Paid,2.5
CUST-00258,Residential,2024-07-27,2024-07,16406.0,56.01,Paid,2.5
CUST-00258,Residential,2024-08-26,2024-08,15707.0,54.27,Paid,2.5
CUST-00259,Residential,2024-01-21,2024-01,32315.0,95.79,Paid,2.5
CUST-00259,Residential,2024-02-12,2024-02,10388.0,40.97,Paid,2.5
CUST-00259,Residential,2024-03-12,2024-03,9953.0,39.88,Paid,2.5
CUST-00259,Residential,2024-04-21,2024-04,2226.0,20.56,Paid,2.5
CUST-00259,Residential,2024-05-07,2024-05,9875.0,39.69,Paid,2.5
CUST-00259,Residential,2024-06-01,2024-06,13462.0,48.65,Paid,2.5
CUST-00259,Residential,2024-07-07,2024-07,12189.0,45.47,Paid,2.5
CUST-00259,Residential,2024-08-06,2024-08,12830.0,47.08,Paid,2.5
CUST-00260,Residential,2024-01-19,2024-01,10806.0,42.02,Paid,2.5
CUST-00260,Residential,2024-02-17,2024-02,9272.0,38.18,Paid,2.5
CUST-00260,Residential,2024-03-05,2024-03,9710.0,39.28,Paid,2.5
CUST-00260,Residential,2024-04-06,2024-04,7734.0,34.34,Pending,2.5
CUST-00260,Residential,2024-05-27,2024-05,10476.0,41.19,Paid,2.5
CUST-00260,Residential,2024-06-27,2024-06,11456.0,43.64,Paid,2.5
CUST-00260,Residential,2024-07-26,2024-07,15427.0,53.57,Pending,2.5
CUST-00260,Residential,2024-08-13,2024-08,16701.0,56.75,Paid,2.5
CUST-00261,Government,2024-01-22,2024-01,50557.0,126.23,Overdue,2.2
CUST-00261,Government,2024-02-21,2024-02,44869.0,113.71,Paid,2.2
CUST-00261,Government,2024-03-09,2024-03,45413.0,114.91,Paid,2.2
CUST-00261,Government,2024-04-12,2024-04,40402.0,103.88,Pending,2.2
CUST-00261,Government,2024-05-23,2024-05,47855.0,120.28,Paid,2.2
CUST-00261,Government,2024-06-25,2024-06,64542.0,156.99,Paid,2.2
CUST-00261,Government,2024-07-24,2024-07,60460.0,148.01,Paid,2.2
CUST-00261,Government,2024-08-09,2024-08,77487.0,185.47,Paid,2.2
CUST-00262,Residential,2024-01-24,2024-01,5526.0,28.82,Paid,2.5
CUST-00262,Residential,2024-02-02,2024-02,4812.0,27.03,Paid,2.5
CUST-00262,Residential,2024-03-08,2024-03,5440.0,28.6,Paid,2.5
CUST-00262,Residential,2024-04-12,2024-04,3906.0,24.76,Paid,2.5
CUST-00262,Residential,2024-05-24,2024-05,4611.0,26.53,Pending,2.5
CUST-00262,Residential,2024-06-25,2024-06,6107.0,30.27,Paid,2.5
CUST-00262,Residential,2024-07-08,2024-07,5536.0,28.84,Paid,2.5
CUST-00262,Residential,2024-08-16,2024-08,6137.0,30.34,Pending,2.5
CUST-00263,Commercial,2024-01-16,2024-01,26834.0,95.5,Paid,3.0
CUST-00263,Commercial,2024-02-26,2024-02,29088.0,102.26,Paid,3.0
CUST-00263,Commercial,2024-03-04,2024-03,34951.0,119.85,Overdue,3.0
CUST-00263,Commercial,2024-04-19,2024-04,33379.0,115.14,Paid,3.0
CUST-00263,Commercial,2024-05-11,2024-05,27079.0,96.24,Paid,3.0
CUST-00263,Commercial,2024-06-08,2024-06,44873.0,149.62,Paid,3.0
CUST-00263,Commercial,2024-07-27,2024-07,40453.0,136.36,Paid,3.0
CUST-00263,Commercial,2024-08-07,2024-08,55833.0,182.5,Paid,3.0
CUST-00264,Residential,2024-01-17,2024-01,9865.0,39.66,Paid,2.5
CUST-00264,Residential,2024-02-03,2024-02,10721.0,41.8,Paid,2.5
CUST-00264,Residential,2024-03-15,2024-03,9282.0,38.2,Paid,2.5
CUST-00264,Residential,2024-04-21,2024-04,8156.0,35.39,Paid,2.5
CUST-00264,Residential,2024-05-03,2024-05,10924.0,42.31,Paid,2.5
CUST-00264,Residential,2024-06-28,2024-06,11296.0,43.24,Paid,2.5
CUST-00264,Residential,2024-07-08,2024-07,13456.0,48.64,Paid,2.5
CUST-00264,Residential,2024-08-02,2024-08,10879.0,42.2,Paid,2.5
CUST-00265,Residential,2024-01-10,2024-01,7678.0,34.2,Paid,2.5
CUST-00265,Residential,2024-02-21,2024-02,7834.0,34.58,Paid,2.5
CUST-00265,Residential,2024-03-15,2024-03,7838.0,34.6,Paid,2.5
CUST-00265,Residential,2024-04-05,2024-04,7750.0,34.38,Paid,2.5
CUST-00265,Residential,2024-05-27,2024-05,5741.0,29.35,Paid,2.5
CUST-00265,Residential,2024-06-12,2024-06,7927.0,34.82,Paid,2.5
CUST-00265,Residential,2024-07-22,2024-07,8802.0,37.01,Paid,2.5
CUST-00265,Residential,2024-08-24,2024-08,9048.0,37.62,Paid,2.5
CUST-00266,Commercial,2024-01-21,2024-01,37929.0,128.79,Paid,3.0
CUST-00266,Commercial,2024-02-07,2024-02,36729.0,125.19,Paid,3.0
CUST-00266,Commercial,2024-03-16,2024-03,41222.0,138.67,Paid,3.0
