⚠️ File truncated for preview (showing first 0.5MB of 0.8MB)
────────────────────────────────────────────────────────────

asset_id,asset_type,install_date,age_years,maintenance_date,maintenance_type,failure_mode,downtime_hours,cost_usd,parts_replaced,priority,completed
Filter-0627,Filter,2014-10-22,1.2,2016-01-02,Emergency,Electrical-Fault,17.0,6711.68,Yes,Critical,Yes
Sensor-0696,Sensor,2015-05-13,0.6,2016-01-05,Preventive,,1.3,1273.35,No,Normal,Yes
Pump-0020,Pump,2015-07-22,0.5,2016-01-06,Inspection,,0.3,427.65,No,Normal,Yes
Motor-0239,Motor,2015-10-21,0.2,2016-01-06,Corrective,Bearing-Failure,3.9,7782.53,No,High,Yes
Motor-0262,Motor,2015-05-15,0.6,2016-01-06,Preventive,,2.3,1080.99,No,Normal,Yes
Motor-0271,Motor,2014-10-25,1.2,2016-01-06,Preventive,,3.5,1461.64,No,Normal,Yes
Meter-0905,Meter,2014-12-04,1.1,2016-01-06,Emergency,Corrosion,45.2,12968.31,No,Critical,Yes
Motor-0300,Motor,2015-03-30,0.8,2016-01-07,Corrective,Seal-Leak,5.5,7141.11,Yes,High,Yes
Sensor-0717,Sensor,2014-05-10,1.7,2016-01-07,Corrective,Wear,11.6,5203.82,No,High,Yes
Sensor-0777,Sensor,2014-09-29,1.3,2016-01-07,Corrective,Mechanical-Break,6.4,5904.35,No,High,Yes
Motor-0321,Motor,2014-07-21,1.5,2016-01-08,Preventive,,1.4,1190.02,No,Normal,Yes
Sensor-0805,Sensor,2015-02-20,0.9,2016-01-08,Preventive,,0.7,496.84,No,Normal,Yes
Meter-0875,Meter,2015-03-21,0.8,2016-01-08,Preventive,,3.6,1471.44,No,Normal,Yes
Motor-0290,Motor,2015-04-22,0.7,2016-01-10,Emergency,Corrosion,37.1,13711.06,Yes,Critical,Yes
Valve-0149,Valve,2014-06-06,1.6,2016-01-11,Emergency,Wear,27.3,24527.15,No,Critical,Yes
Pipe-Section-0426,Pipe-Section,2014-10-13,1.2,2016-01-11,Corrective,Electrical-Fault,6.5,6874.58,No,High,Yes
Chlorinator-0591,Chlorinator,2015-02-13,0.9,2016-01-11,Preventive,,1.9,953.72,No,Normal,Yes
Valve-0223,Valve,2015-06-29,0.5,2016-01-12,Inspection,,1.9,327.44,No,Normal,Yes
Valve-0229,Valve,2015-02-13,0.9,2016-01-12,Emergency,Calibration-Drift,21.2,8140.21,Yes,Critical,Yes
Filter-0642,Filter,2014-05-26,1.6,2016-01-13,Corrective,Seal-Leak,3.0,2988.96,No,High,Yes
Sensor-0736,Sensor,2015-01-12,1.0,2016-01-13,Inspection,,1.0,434.17,No,Normal,Yes
Sensor-0802,Sensor,2015-06-15,0.6,2016-01-13,Calibration,,1.5,182.58,No,Normal,Yes
Pump-0121,Pump,2015-06-13,0.6,2016-01-14,Preventive,,1.2,708.65,No,Normal,Yes
Pipe-Section-0475,Pipe-Section,2015-06-16,0.6,2016-01-14,Preventive,,3.0,591.89,No,Normal,Yes
Sensor-0731,Sensor,2015-02-23,0.9,2016-01-14,Preventive,,3.4,1279.87,No,Normal,Yes
Sensor-0753,Sensor,2015-05-19,0.7,2016-01-15,Emergency,Electrical-Fault,24.2,19402.06,Yes,Critical,Yes
Sensor-0739,Sensor,2015-01-28,1.0,2016-01-16,Emergency,Seal-Leak,32.2,11410.71,No,Critical,Yes
Pipe-Section-0472,Pipe-Section,2014-05-22,1.7,2016-01-17,Preventive,,3.6,341.3,No,Normal,Yes
Chlorinator-0555,Chlorinator,2014-07-10,1.5,2016-01-17,Emergency,Wear,15.7,5094.99,No,Critical,Yes
Filter-0678,Filter,2014-01-30,2.0,2016-01-17,Preventive,,1.5,1419.43,No,Normal,Yes
Pipe-Section-0392,Pipe-Section,2015-02-16,0.9,2016-01-18,Corrective,Corrosion,11.0,3762.99,No,High,Yes
Pipe-Section-0403,Pipe-Section,2015-07-28,0.5,2016-01-18,Preventive,,1.6,923.42,No,Normal,Yes
Chlorinator-0488,Chlorinator,2014-07-15,1.5,2016-01-18,Preventive,,1.9,918.37,No,Normal,Yes
Chlorinator-0576,Chlorinator,2015-03-16,0.8,2016-01-18,Preventive,,1.5,641.57,No,Normal,Yes
Chlorinator-0505,Chlorinator,2014-02-19,1.9,2016-01-19,Emergency,Mechanical-Break,8.7,5720.47,Yes,Critical,Yes
Filter-0626,Filter,2014-07-17,1.5,2016-01-19,Corrective,Seal-Leak,5.2,1871.33,No,High,Yes
Sensor-0743,Sensor,2015-07-26,0.5,2016-01-20,Corrective,Seal-Leak,10.5,6978.69,No,High,Yes
Sensor-0744,Sensor,2015-03-20,0.8,2016-01-20,Corrective,Wear,8.0,1358.36,No,High,Yes
Sensor-0770,Sensor,2014-09-28,1.3,2016-01-20,Preventive,,2.4,462.18,No,Normal,Yes
Pipe-Section-0373,Pipe-Section,2014-11-06,1.2,2016-01-21,Preventive,,1.5,1079.96,No,Normal,Yes
Pump-0084,Pump,2015-12-18,0.1,2016-01-23,Emergency,Calibration-Drift,42.9,12293.72,No,Critical,Yes
Chlorinator-0530,Chlorinator,2014-01-25,2.0,2016-01-23,Preventive,,2.6,1066.62,No,Normal,Yes
Meter-0855,Meter,2014-01-28,2.0,2016-01-24,Preventive,,2.1,1113.93,No,Normal,Yes
Pipe-Section-0443,Pipe-Section,2015-05-06,0.7,2016-01-25,Preventive,,3.6,1115.35,No,Normal,Yes
Chlorinator-0577,Chlorinator,2015-02-07,1.0,2016-01-25,Emergency,Corrosion,29.0,13870.81,Yes,Critical,Yes
Meter-0839,Meter,2014-07-13,1.5,2016-01-25,Preventive,,2.6,368.37,No,Normal,Yes
Meter-0882,Meter,2014-03-19,1.9,2016-01-25,Corrective,Mechanical-Break,2.3,2248.94,Yes,High,Yes
Pipe-Section-0412,Pipe-Section,2015-04-30,0.7,2016-01-26,Emergency,Seal-Leak,39.1,8058.64,No,Critical,Yes
Sensor-0827,Sensor,2015-04-01,0.8,2016-01-26,Corrective,Seal-Leak,5.2,6018.59,Yes,High,Yes
Meter-0879,Meter,2015-04-23,0.8,2016-01-26,Corrective,Blockage,11.7,3086.7,No,High,Yes
Motor-0313,Motor,2015-05-30,0.7,2016-01-27,Preventive,,3.3,1351.39,No,Normal,Yes
Chlorinator-0554,Chlorinator,2014-05-02,1.7,2016-01-28,Corrective,Blockage,8.6,7008.4,Yes,High,Yes
Pump-0007,Pump,2014-07-11,1.6,2016-01-29,Preventive,,2.2,658.45,No,Normal,Yes
Meter-0908,Meter,2014-05-23,1.7,2016-01-29,Emergency,Electrical-Fault,39.5,10941.53,Yes,Critical,Yes
Pipe-Section-0366,Pipe-Section,2015-10-15,0.3,2016-01-30,Corrective,Bearing-Failure,6.5,3813.53,Yes,High,Yes
Pump-0038,Pump,2014-02-28,1.9,2016-02-01,Preventive,,3.9,795.83,No,Normal,Yes
Sensor-0821,Sensor,2015-01-15,1.0,2016-02-01,Emergency,Calibration-Drift,21.9,22751.02,No,Critical,Yes
Motor-0247,Motor,2014-03-01,1.9,2016-02-03,Preventive,,1.9,265.5,No,Normal,Yes
Sensor-0688,Sensor,2014-07-17,1.6,2016-02-03,Preventive,,0.7,1446.07,No,Normal,Yes
Pump-0086,Pump,2015-03-18,0.9,2016-02-04,Preventive,,3.0,388.99,No,Normal,Yes
Chlorinator-0539,Chlorinator,2014-10-15,1.3,2016-02-04,Preventive,,2.6,448.97,No,Normal,Yes
Chlorinator-0551,Chlorinator,2014-11-13,1.2,2016-02-05,Preventive,,1.2,615.18,No,Normal,Yes
Chlorinator-0599,Chlorinator,2015-12-16,0.1,2016-02-05,Corrective,Software-Error,1.8,5520.83,Yes,High,Yes
Sensor-0703,Sensor,2014-06-01,1.7,2016-02-05,Preventive,,1.7,733.95,No,Normal,Yes
Pump-0058,Pump,2015-08-24,0.5,2016-02-06,Inspection,,1.7,192.69,No,Normal,Yes
Pipe-Section-0478,Pipe-Section,2015-10-05,0.3,2016-02-06,Emergency,Calibration-Drift,34.3,8530.18,Yes,Critical,Yes
Filter-0663,Filter,2015-01-22,1.0,2016-02-06,Preventive,,1.0,1271.74,No,Normal,Yes
Sensor-0800,Sensor,2015-11-22,0.2,2016-02-06,Preventive,,0.6,1490.44,No,Normal,Yes
Pump-0068,Pump,2014-01-15,2.1,2016-02-08,Preventive,,1.3,1407.73,No,Normal,Yes
Chlorinator-0497,Chlorinator,2014-08-14,1.5,2016-02-08,Corrective,Calibration-Drift,3.3,3372.8,No,High,Yes
Sensor-0831,Sensor,2015-07-05,0.6,2016-02-08,Preventive,,1.8,674.18,No,Normal,Yes
Meter-0903,Meter,2014-10-16,1.3,2016-02-08,Corrective,Calibration-Drift,8.6,1544.52,Yes,High,Yes
Filter-0650,Filter,2014-07-27,1.5,2016-02-09,Preventive,,2.1,995.95,No,Normal,Yes
Sensor-0805,Sensor,2015-02-20,1.0,2016-02-09,Emergency,Wear,30.8,16936.36,Yes,Critical,Yes
Pump-0043,Pump,2015-04-03,0.9,2016-02-10,Emergency,Software-Error,32.1,10511.66,Yes,Critical,Yes
Pump-0074,Pump,2015-02-22,1.0,2016-02-10,Preventive,,1.9,673.47,No,Normal,Yes
Filter-0633,Filter,2014-10-30,1.3,2016-02-10,Preventive,,1.3,1061.62,No,Normal,Yes
Pump-0085,Pump,2014-06-18,1.7,2016-02-11,Preventive,,1.9,1241.11,No,Normal,Yes
Motor-0344,Motor,2015-10-06,0.4,2016-02-11,Preventive,,0.6,1217.3,No,Normal,Yes
Sensor-0808,Sensor,2015-05-08,0.8,2016-02-12,Preventive,,3.3,1121.31,No,Normal,Yes
Pipe-Section-0423,Pipe-Section,2015-02-04,1.0,2016-02-13,Preventive,,3.8,1192.17,No,Normal,Yes
Pump-0022,Pump,2014-03-17,1.9,2016-02-15,Corrective,Wear,1.2,3527.42,No,High,Yes
Pipe-Section-0361,Pipe-Section,2015-05-05,0.8,2016-02-17,Preventive,,3.3,681.47,No,Normal,Yes
Pump-0071,Pump,2014-12-13,1.2,2016-02-18,Preventive,,1.5,1488.25,No,Normal,Yes
Chlorinator-0505,Chlorinator,2014-02-19,2.0,2016-02-18,Corrective,Calibration-Drift,10.3,5096.22,Yes,High,Yes
Sensor-0706,Sensor,2015-08-13,0.5,2016-02-19,Preventive,,0.7,588.32,No,Normal,Yes
Valve-0204,Valve,2014-02-07,2.0,2016-02-21,Corrective,Software-Error,7.4,2459.59,Yes,High,Yes
Valve-0229,Valve,2015-02-13,1.0,2016-02-21,Corrective,Calibration-Drift,7.4,7152.18,No,High,Yes
Pipe-Section-0479,Pipe-Section,2014-10-09,1.4,2016-02-21,Preventive,,2.3,453.74,No,Normal,Yes
Sensor-0692,Sensor,2016-01-19,0.1,2016-02-21,Corrective,Corrosion,1.8,1175.4,Yes,High,Yes
Sensor-0739,Sensor,2015-01-28,1.1,2016-02-21,Inspection,,0.9,480.16,No,Normal,Yes
Valve-0162,Valve,2014-10-17,1.4,2016-02-24,Preventive,,2.9,1149.22,No,Normal,Yes
Motor-0275,Motor,2015-05-20,0.8,2016-02-24,Corrective,Bearing-Failure,8.6,4260.21,No,High,Yes
Chlorinator-0512,Chlorinator,2015-10-29,0.3,2016-02-24,Preventive,,3.6,1072.27,No,Normal,Yes
Filter-0626,Filter,2014-07-17,1.6,2016-02-24,Emergency,Bearing-Failure,38.4,8375.81,Yes,Critical,Yes
Chlorinator-0595,Chlorinator,2015-05-23,0.8,2016-02-25,Corrective,Electrical-Fault,6.6,5778.79,No,High,Yes
Pump-0016,Pump,2014-05-12,1.8,2016-02-26,Inspection,,1.7,314.28,No,Normal,Yes
Pump-0032,Pump,2015-05-20,0.8,2016-02-27,Preventive,,2.3,1470.65,No,Normal,Yes
Motor-0305,Motor,2015-07-25,0.6,2016-02-27,Preventive,,2.2,1330.76,No,Normal,Yes
Chlorinator-0537,Chlorinator,2014-03-31,1.9,2016-02-27,Corrective,Mechanical-Break,8.2,7970.98,No,High,Yes
Pump-0091,Pump,2015-12-07,0.2,2016-02-28,Preventive,,1.7,663.82,No,Normal,Yes
Meter-0888,Meter,2015-05-28,0.8,2016-02-28,Preventive,,3.2,277.4,No,Normal,Yes
Chlorinator-0547,Chlorinator,2014-12-01,1.2,2016-02-29,Preventive,,3.5,1079.41,No,Normal,Yes
Chlorinator-0577,Chlorinator,2015-02-07,1.1,2016-02-29,Corrective,Seal-Leak,4.2,7887.02,Yes,High,Yes
Valve-0213,Valve,2015-06-19,0.7,2016-03-01,Preventive,,1.9,1016.42,No,Normal,Yes
Chlorinator-0572,Chlorinator,2014-08-01,1.6,2016-03-01,Preventive,,2.6,916.66,No,Normal,Yes
Valve-0210,Valve,2014-09-19,1.5,2016-03-02,Corrective,Mechanical-Break,6.5,2565.1,Yes,High,Yes
Pipe-Section-0477,Pipe-Section,2015-01-14,1.1,2016-03-02,Preventive,,2.8,435.39,No,Normal,Yes
Pipe-Section-0482,Pipe-Section,2015-11-11,0.3,2016-03-04,Preventive,,3.6,889.29,No,Normal,Yes
Motor-0336,Motor,2014-10-30,1.3,2016-03-05,Corrective,Software-Error,3.5,4542.16,Yes,High,Yes
Motor-0339,Motor,2015-10-13,0.4,2016-03-05,Corrective,Seal-Leak,10.5,4616.69,No,High,Yes
Sensor-0828,Sensor,2015-05-06,0.8,2016-03-06,Preventive,,2.8,602.83,No,Normal,Yes
Meter-0917,Meter,2015-12-24,0.2,2016-03-06,Corrective,Calibration-Drift,7.2,1900.37,Yes,High,Yes
Pipe-Section-0436,Pipe-Section,2015-03-08,1.0,2016-03-07,Preventive,,1.2,499.08,No,Normal,Yes
Chlorinator-0519,Chlorinator,2015-09-07,0.5,2016-03-07,Inspection,,0.4,163.52,No,Normal,Yes
Chlorinator-0528,Chlorinator,2014-05-21,1.8,2016-03-07,Preventive,,2.8,858.37,No,Normal,Yes
Pump-0121,Pump,2015-06-13,0.7,2016-03-08,Emergency,Seal-Leak,42.0,7201.46,Yes,Critical,Yes
Valve-0184,Valve,2014-05-18,1.8,2016-03-08,Corrective,Seal-Leak,5.9,4969.75,No,High,Yes
Pipe-Section-0388,Pipe-Section,2015-01-15,1.1,2016-03-08,Preventive,,2.8,567.79,No,Normal,Yes
Pipe-Section-0434,Pipe-Section,2015-06-24,0.7,2016-03-08,Corrective,Blockage,4.7,7298.71,No,High,Yes
Chlorinator-0539,Chlorinator,2014-10-15,1.4,2016-03-08,Emergency,Blockage,20.5,7648.88,Yes,Critical,Yes
Valve-0149,Valve,2014-06-06,1.8,2016-03-09,Preventive,,1.2,678.65,No,Normal,Yes
Valve-0178,Valve,2015-11-07,0.3,2016-03-09,Preventive,,3.5,364.9,No,Normal,Yes
Filter-0622,Filter,2014-04-13,1.9,2016-03-09,Emergency,Wear,24.8,12699.16,Yes,Critical,Yes
Sensor-0767,Sensor,2014-12-19,1.2,2016-03-09,Corrective,Corrosion,10.7,5570.95,Yes,High,Yes
Sensor-0820,Sensor,2015-05-20,0.8,2016-03-09,Corrective,Electrical-Fault,4.8,5738.6,No,High,Yes
Pipe-Section-0475,Pipe-Section,2015-06-16,0.7,2016-03-11,Emergency,Mechanical-Break,41.0,10605.72,Yes,Critical,Yes
Filter-0663,Filter,2015-01-22,1.1,2016-03-11,Emergency,Bearing-Failure,23.4,12048.88,Yes,Critical,Yes
Sensor-0717,Sensor,2014-05-10,1.8,2016-03-11,Preventive,,0.6,725.64,No,Normal,Yes
Motor-0247,Motor,2014-03-01,2.0,2016-03-12,Preventive,,2.3,1121.81,No,Normal,Yes
Chlorinator-0576,Chlorinator,2015-03-16,1.0,2016-03-12,Corrective,Mechanical-Break,8.9,3118.68,No,High,Yes
Pump-0051,Pump,2015-01-08,1.2,2016-03-15,Corrective,Wear,8.8,3563.31,No,High,Yes
Pipe-Section-0459,Pipe-Section,2015-07-01,0.7,2016-03-17,Preventive,,2.7,584.52,No,Normal,Yes
Filter-0601,Filter,2014-11-07,1.4,2016-03-17,Corrective,Wear,6.5,6075.89,No,High,Yes
Meter-0854,Meter,2015-10-11,0.4,2016-03-17,Preventive,,3.5,825.93,No,Normal,Yes
Meter-0916,Meter,2016-02-12,0.1,2016-03-17,Emergency,Bearing-Failure,5.8,22969.79,No,Critical,Yes
Chlorinator-0532,Chlorinator,2015-01-12,1.2,2016-03-18,Preventive,,3.0,595.66,No,Normal,Yes
Sensor-0742,Sensor,2016-01-26,0.1,2016-03-18,Corrective,Corrosion,4.4,3249.3,No,High,Yes
Meter-0877,Meter,2015-06-06,0.8,2016-03-18,Preventive,,4.0,493.68,No,Normal,Yes
Meter-0894,Meter,2014-09-12,1.5,2016-03-18,Preventive,,1.7,606.81,No,Normal,Yes
Pump-0131,Pump,2015-03-20,1.0,2016-03-19,Preventive,,3.2,1052.33,No,Normal,Yes
Filter-0681,Filter,2014-11-20,1.3,2016-03-19,Inspection,,1.1,114.11,No,Normal,Yes
Sensor-0687,Sensor,2015-05-19,0.8,2016-03-20,Preventive,,2.4,444.65,No,Normal,Yes
Filter-0667,Filter,2015-09-01,0.6,2016-03-21,Preventive,,2.2,1018.91,No,Normal,Yes
Pipe-Section-0474,Pipe-Section,2015-10-14,0.4,2016-03-22,Preventive,,0.6,465.55,No,Normal,Yes
Chlorinator-0555,Chlorinator,2014-07-10,1.7,2016-03-22,Corrective,Calibration-Drift,7.0,7606.03,No,High,Yes
Meter-0890,Meter,2014-10-09,1.5,2016-03-22,Preventive,,1.4,961.07,No,Normal,Yes
Pump-0036,Pump,2014-03-23,2.0,2016-03-23,Preventive,,2.6,615.77,No,Normal,Yes
Pump-0038,Pump,2014-02-28,2.1,2016-03-23,Emergency,Blockage,41.0,20386.03,Yes,Critical,Yes
Motor-0283,Motor,2014-01-15,2.2,2016-03-23,Corrective,Software-Error,10.1,6037.54,Yes,High,Yes
Pipe-Section-0426,Pipe-Section,2014-10-13,1.4,2016-03-23,Preventive,,1.7,1289.57,No,Normal,Yes
Motor-0277,Motor,2015-02-10,1.1,2016-03-24,Preventive,,1.8,540.55,No,Normal,Yes
Pipe-Section-0430,Pipe-Section,2015-06-11,0.8,2016-03-24,Preventive,,0.8,706.47,No,Normal,Yes
Pipe-Section-0380,Pipe-Section,2014-10-12,1.5,2016-03-25,Preventive,,0.9,628.73,No,Normal,Yes
Chlorinator-0535,Chlorinator,2014-11-15,1.4,2016-03-25,Corrective,Blockage,3.6,4840.17,No,High,Yes
Valve-0192,Valve,2014-07-23,1.7,2016-03-26,Corrective,Calibration-Drift,9.0,3121.19,No,High,Yes
Pipe-Section-0479,Pipe-Section,2014-10-09,1.5,2016-03-28,Inspection,,0.9,448.65,No,Normal,Yes
Filter-0633,Filter,2014-10-30,1.4,2016-03-28,Emergency,Seal-Leak,25.5,10275.88,Yes,Critical,Yes
Pump-0023,Pump,2014-06-13,1.8,2016-03-29,Preventive,,2.1,201.81,No,Normal,Yes
Pump-0120,Pump,2015-10-04,0.5,2016-03-29,Calibration,,2.0,174.09,No,Normal,Yes
Sensor-0731,Sensor,2015-02-23,1.1,2016-03-29,Preventive,,2.7,1000.69,No,Normal,Yes
Sensor-0792,Sensor,2016-02-18,0.1,2016-03-29,Corrective,Software-Error,2.5,7566.09,Yes,High,Yes
Pump-0032,Pump,2015-05-20,0.9,2016-03-30,Emergency,Wear,41.9,11798.02,No,Critical,Yes
Sensor-0762,Sensor,2014-05-21,1.9,2016-03-30,Preventive,,2.2,940.99,No,Normal,Yes
Pump-0020,Pump,2015-07-22,0.7,2016-03-31,Preventive,,3.9,386.17,No,Normal,Yes
Valve-0146,Valve,2015-08-19,0.6,2016-03-31,Corrective,Mechanical-Break,5.3,3067.8,No,High,Yes
Pipe-Section-0443,Pipe-Section,2015-05-06,0.9,2016-04-01,Calibration,,0.7,120.64,No,Normal,Yes
Chlorinator-0512,Chlorinator,2015-10-29,0.4,2016-04-01,Preventive,,2.5,1458.99,No,Normal,Yes
Pump-0108,Pump,2015-04-24,0.9,2016-04-02,Emergency,Bearing-Failure,34.5,12574.48,Yes,Critical,Yes
Sensor-0741,Sensor,2015-10-31,0.4,2016-04-03,Emergency,Wear,43.6,11871.87,Yes,Critical,Yes
Motor-0304,Motor,2015-12-06,0.3,2016-04-04,Corrective,Mechanical-Break,5.4,5164.74,Yes,High,Yes
Chlorinator-0505,Chlorinator,2014-02-19,2.1,2016-04-05,Emergency,Blockage,39.9,10955.87,Yes,Critical,Yes
Sensor-0688,Sensor,2014-07-17,1.7,2016-04-05,Corrective,Software-Error,9.5,1679.26,No,High,Yes
Motor-0346,Motor,2014-03-01,2.1,2016-04-07,Inspection,,1.9,490.09,No,Normal,Yes
Filter-0629,Filter,2014-12-03,1.3,2016-04-07,Corrective,Mechanical-Break,11.5,5118.59,Yes,High,Yes
Meter-0873,Meter,2015-05-14,0.9,2016-04-07,Preventive,,1.4,1202.59,No,Normal,Yes
Pump-0068,Pump,2014-01-15,2.2,2016-04-08,Corrective,Electrical-Fault,8.7,4921.11,Yes,High,Yes
Sensor-0720,Sensor,2014-11-21,1.4,2016-04-08,Preventive,,3.7,322.25,No,Normal,Yes
Filter-0623,Filter,2014-11-05,1.4,2016-04-09,Preventive,,1.7,1496.61,No,Normal,Yes
Sensor-0767,Sensor,2014-12-19,1.3,2016-04-10,Corrective,Bearing-Failure,8.1,2658.45,No,High,Yes
Valve-0165,Valve,2014-04-14,2.0,2016-04-11,Preventive,,3.9,291.55,No,Normal,Yes
Chlorinator-0546,Chlorinator,2015-07-05,0.8,2016-04-11,Corrective,Software-Error,5.5,3062.64,No,High,Yes
Sensor-0831,Sensor,2015-07-05,0.8,2016-04-11,Preventive,,2.3,370.59,No,Normal,Yes
Meter-0909,Meter,2014-09-14,1.6,2016-04-11,Preventive,,3.0,703.42,No,Normal,Yes
Pipe-Section-0442,Pipe-Section,2014-02-17,2.2,2016-04-13,Preventive,,2.2,1076.8,No,Normal,Yes
Chlorinator-0508,Chlorinator,2015-07-29,0.7,2016-04-14,Preventive,,1.9,1376.3,No,Normal,Yes
Valve-0175,Valve,2015-04-13,1.0,2016-04-15,Corrective,Seal-Leak,3.0,7868.36,Yes,High,Yes
Valve-0190,Valve,2014-04-28,2.0,2016-04-15,Emergency,Wear,44.6,7712.7,Yes,Critical,Yes
Motor-0247,Motor,2014-03-01,2.1,2016-04-15,Emergency,Blockage,11.9,18105.06,No,Critical,Yes
Sensor-0706,Sensor,2015-08-13,0.7,2016-04-16,Preventive,,2.1,943.9,No,Normal,Yes
Sensor-0827,Sensor,2015-04-01,1.0,2016-04-16,Preventive,,0.8,1324.02,No,Normal,Yes
Motor-0262,Motor,2015-05-15,0.9,2016-04-17,Preventive,,2.7,934.84,No,Normal,Yes
Motor-0350,Motor,2015-03-21,1.1,2016-04-17,Preventive,,2.1,1314.47,No,Normal,Yes
Chlorinator-0539,Chlorinator,2014-10-15,1.5,2016-04-17,Preventive,,1.9,556.25,No,Normal,Yes
Filter-0651,Filter,2014-08-13,1.7,2016-04-17,Preventive,,2.9,794.94,No,Normal,Yes
Pump-0084,Pump,2015-12-18,0.3,2016-04-18,Preventive,,3.9,1383.47,No,Normal,Yes
Pipe-Section-0408,Pipe-Section,2016-01-21,0.2,2016-04-18,Corrective,Seal-Leak,1.0,3008.37,No,High,Yes
Pipe-Section-0387,Pipe-Section,2015-11-27,0.4,2016-04-19,Preventive,,3.0,242.86,No,Normal,Yes
Pump-0082,Pump,2015-11-05,0.5,2016-04-20,Preventive,,2.8,1288.31,No,Normal,Yes
Pump-0086,Pump,2015-03-18,1.1,2016-04-21,Preventive,,3.1,328.31,No,Normal,Yes
Pipe-Section-0418,Pipe-Section,2015-04-27,1.0,2016-04-22,Preventive,,1.7,522.99,No,Normal,Yes
Chlorinator-0522,Chlorinator,2014-12-26,1.3,2016-04-22,Preventive,,3.4,1285.66,No,Normal,Yes
Pump-0026,Pump,2014-08-15,1.7,2016-04-23,Preventive,,0.9,1340.76,No,Normal,Yes
Pump-0118,Pump,2015-05-23,0.9,2016-04-23,Preventive,,2.1,1011.98,No,Normal,Yes
Motor-0294,Motor,2015-07-15,0.8,2016-04-23,Preventive,,2.9,1493.91,No,Normal,Yes
Pipe-Section-0359,Pipe-Section,2014-10-11,1.5,2016-04-23,Preventive,,0.6,1250.61,No,Normal,Yes
Sensor-0761,Sensor,2016-03-22,0.1,2016-04-23,Corrective,Software-Error,6.0,6236.23,No,High,Yes
Meter-0912,Meter,2015-11-25,0.4,2016-04-23,Corrective,Electrical-Fault,1.6,2012.13,No,High,Yes
Chlorinator-0599,Chlorinator,2015-12-16,0.4,2016-04-24,Corrective,Software-Error,8.2,4356.67,Yes,High,Yes
Pump-0122,Pump,2014-11-25,1.4,2016-04-25,Preventive,,2.2,241.33,No,Normal,Yes
Valve-0229,Valve,2015-02-13,1.2,2016-04-25,Preventive,,0.7,1103.96,No,Normal,Yes
Sensor-0744,Sensor,2015-03-20,1.1,2016-04-25,Corrective,Mechanical-Break,9.2,5363.18,Yes,High,Yes
Pump-0006,Pump,2015-05-22,0.9,2016-04-26,Preventive,,3.5,1300.37,No,Normal,Yes
Pipe-Section-0436,Pipe-Section,2015-03-08,1.1,2016-04-27,Corrective,Blockage,3.4,2444.1,Yes,High,Yes
Valve-0164,Valve,2015-12-10,0.4,2016-04-28,Preventive,,2.5,536.33,No,Normal,Yes
Valve-0179,Valve,2016-02-21,0.2,2016-04-28,Inspection,,0.3,353.42,No,Normal,Yes
Pump-0032,Pump,2015-05-20,0.9,2016-04-29,Corrective,Bearing-Failure,8.7,5141.08,Yes,High,Yes
Chlorinator-0582,Chlorinator,2015-08-07,0.7,2016-04-29,Preventive,,0.6,553.92,No,Normal,Yes
Motor-0271,Motor,2014-10-25,1.5,2016-04-30,Preventive,,3.9,311.99,No,Normal,Yes
Pipe-Section-0404,Pipe-Section,2014-11-24,1.4,2016-04-30,Preventive,,1.2,1120.19,No,Normal,Yes
Sensor-0828,Sensor,2015-05-06,1.0,2016-04-30,Corrective,Mechanical-Break,10.0,7846.35,Yes,High,Yes
Valve-0184,Valve,2014-05-18,2.0,2016-05-01,Corrective,Calibration-Drift,5.8,1034.8,Yes,High,Yes
Pipe-Section-0443,Pipe-Section,2015-05-06,1.0,2016-05-01,Preventive,,3.3,1012.05,No,Normal,Yes
Pipe-Section-0454,Pipe-Section,2015-11-30,0.4,2016-05-01,Corrective,Blockage,10.6,3607.7,Yes,High,Yes
Chlorinator-0583,Chlorinator,2015-08-21,0.7,2016-05-02,Corrective,Wear,9.1,3357.68,No,High,Yes
Sensor-0764,Sensor,2016-02-16,0.2,2016-05-02,Preventive,,2.6,688.79,No,Normal,Yes
Meter-0877,Meter,2015-06-06,0.9,2016-05-02,Corrective,Mechanical-Break,6.2,1013.61,No,High,Yes
Valve-0149,Valve,2014-06-06,1.9,2016-05-03,Corrective,Blockage,2.6,3495.64,No,High,Yes
Motor-0316,Motor,2014-04-07,2.1,2016-05-03,Preventive,,3.1,486.32,No,Normal,Yes
Pump-0043,Pump,2015-04-03,1.1,2016-05-04,Corrective,Electrical-Fault,10.2,5498.29,No,High,Yes
Motor-0279,Motor,2014-05-16,2.0,2016-05-04,Corrective,Software-Error,3.4,1510.57,Yes,High,Yes
Chlorinator-0554,Chlorinator,2014-05-02,2.0,2016-05-04,Preventive,,2.0,733.37,No,Normal,Yes
Pipe-Section-0461,Pipe-Section,2014-04-10,2.1,2016-05-05,Corrective,Blockage,8.0,5097.54,No,High,Yes
Sensor-0694,Sensor,2014-05-14,2.0,2016-05-05,Emergency,Seal-Leak,30.9,6248.52,Yes,Critical,Yes
Pump-0011,Pump,2015-05-20,1.0,2016-05-06,Preventive,,1.8,666.75,No,Normal,Yes
Valve-0219,Valve,2014-03-31,2.1,2016-05-06,Preventive,,1.3,332.03,No,Normal,Yes
